Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Cacna1e	ENSMUST00000187541.1	calcium channel, voltage-dependent, R type, alpha 1E subunit 	8	1	0	1	0	1	mmu-miR-326-5p				-0.02	-0.02	< 0.1
Aamp	ENSMUST00000006462.8	angio-associated migratory protein 	485	1	0	1	0	0	mmu-miR-326-5p				-0.02	-0.02	< 0.1
Pdlim1	ENSMUST00000068439.7	PDZ and LIM domain 1 (elfin) 	86	2	1	0	1	0	mmu-miR-486a-3p				-0.02	-0.25	< 0.1
Upf1	ENSMUST00000075666.6	UPF1 regulator of nonsense transcripts homolog (yeast) 	2828	1	0	1	0	0	mmu-miR-326-5p				-0.02	-0.02	< 0.1
Fnbp1	ENSMUST00000100208.3	formin binding protein 1 	265	1	0	0	1	0	mmu-miR-486a-3p				-0.02	-0.12	< 0.1
Adap1	ENSMUST00000110865.1	ArfGAP with dual PH domains 1 	324	1	0	1	0	0	mmu-miR-326-5p				-0.02	-0.02	< 0.1
Nat10	ENSMUST00000028608.7	N-acetyltransferase 10 	33	1	0	0	1	0	mmu-miR-486a-3p				-0.02	-0.14	< 0.1
Abcc5	ENSMUST00000079158.7	ATP-binding cassette, sub-family C (CFTR/MRP), member 5 	144	1	0	1	0	0	mmu-miR-6954-5p				-0.02	-0.09	< 0.1
Tie1	ENSMUST00000184261.2	tyrosine kinase with immunoglobulin-like and EGF-like domains 1 	362	1	0	1	0	0	mmu-miR-326-5p				-0.02	-0.02	< 0.1
Lats1	ENSMUST00000165952.2	large tumor suppressor 	1908	1	0	1	0	1	mmu-miR-326-5p				-0.02	-0.02	< 0.1
Spire1	ENSMUST00000045105.7	spire homolog 1 (Drosophila) 	407	1	0	1	0	0	mmu-miR-326-5p				-0.02	-0.02	< 0.1
Per3	ENSMUST00000103204.5	period circadian clock 3 	288	1	0	1	0	1	mmu-miR-326-5p				-0.02	-0.02	< 0.1
Igfals	ENSMUST00000050714.6	insulin-like growth factor binding protein, acid labile subunit 	46	1	1	0	0	0	mmu-miR-486a-3p				-0.02	-0.31	< 0.1
Olfml3	ENSMUST00000029440.8	olfactomedin-like 3 	538	1	1	0	0	2	mmu-miR-6954-5p				-0.02	-0.38	< 0.1
Gfpt1	ENSMUST00000113658.2	glutamine fructose-6-phosphate transaminase 1 	4942	1	0	1	0	0	mmu-miR-326-5p				-0.02	-0.02	< 0.1
Susd1	ENSMUST00000040166.8	sushi domain containing 1 	8	1	0	0	1	0	mmu-miR-486a-3p				-0.02	-0.17	< 0.1
Col1a1	ENSMUST00000001547.7	collagen, type I, alpha 1 	8243	1	0	1	0	0	mmu-miR-326-5p				-0.02	-0.02	< 0.1
Card11	ENSMUST00000085786.5	caspase recruitment domain family, member 11 	48	1	1	0	0	1	mmu-miR-486a-3p				-0.02	-0.15	< 0.1
Dars2	ENSMUST00000035430.3	aspartyl-tRNA synthetase 2 (mitochondrial) 	185	3	1	2	0	1	mmu-miR-486a-3p				-0.02	-0.46	< 0.1
Hic2	ENSMUST00000090190.6	hypermethylated in cancer 2 	70	1	0	1	0	0	mmu-miR-326-5p				-0.02	-0.02	< 0.1
Ptpn14	ENSMUST00000027898.5	protein tyrosine phosphatase, non-receptor type 14 	937	1	0	1	0	2	mmu-miR-326-5p				-0.02	-0.02	< 0.1
Nav3	ENSMUST00000032719.8	neuron navigator 3 	226	1	0	1	0	0	mmu-miR-326-5p				-0.02	-0.02	< 0.1
Sf3b1	ENSMUST00000027127.8	splicing factor 3b, subunit 1 	8349	1	0	0	1	1	mmu-miR-486a-3p				-0.02	-0.21	< 0.1
Daam1	ENSMUST00000085299.2	dishevelled associated activator of morphogenesis 1 	590	1	0	0	1	2	mmu-miR-6954-5p				-0.02	-0.19	< 0.1
Runx3	ENSMUST00000056977.8	runt related transcription factor 3 	75	2	0	0	2	1	mmu-miR-486a-3p				-0.02	-0.27	< 0.1
Micu1	ENSMUST00000165563.2	mitochondrial calcium uptake 1 	773	1	0	0	1	2	mmu-miR-486a-3p				-0.02	-0.22	< 0.1
Stx11	ENSMUST00000163425.2	syntaxin 11 	274	1	0	0	1	1	mmu-miR-486a-3p				-0.02	-0.15	< 0.1
Srcin1	ENSMUST00000107596.3	SRC kinase signaling inhibitor 1 	95	2	1	1	0	1	mmu-miR-326-5p				-0.02	-0.05	< 0.1
Bckdk	ENSMUST00000071056.8	branched chain ketoacid dehydrogenase kinase 	2976	3	0	2	1	0	mmu-miR-486a-3p				-0.02	-0.60	< 0.1
Gspt2	ENSMUST00000096368.3	G1 to S phase transition 2 	335	1	0	0	1	1	mmu-miR-486a-3p				-0.02	-0.19	< 0.1
Thop1	ENSMUST00000005057.6	thimet oligopeptidase 1 	1288	1	1	0	0	1	mmu-miR-486a-3p				-0.02	-0.50	< 0.1
Asxl2	ENSMUST00000111215.4	additional sex combs like 2 (Drosophila) 	535	2	1	0	1	0	mmu-miR-486a-3p				-0.02	-0.07	< 0.1
Ftcd	ENSMUST00000001183.7	formiminotransferase cyclodeaminase 	6204	2	1	0	1	1	mmu-miR-486a-3p				-0.02	-0.51	< 0.1
Mau2	ENSMUST00000050561.7	MAU2 chromatid cohesion factor homolog (C. elegans) 	1197	1	0	0	1	0	mmu-miR-486a-3p				-0.02	-0.11	< 0.1
Ank3	ENSMUST00000182884.2	ankyrin 3, epithelial 	1269	1	1	0	0	1	mmu-miR-6954-5p				-0.02	-0.10	< 0.1
Rtp4	ENSMUST00000038423.5	receptor transporter protein 4 	397	1	0	1	0	1	mmu-miR-6954-5p				-0.02	-0.17	< 0.1
Itga10	ENSMUST00000029744.5	integrin, alpha 10 	18	1	0	1	0	0	mmu-miR-6954-5p				-0.02	-0.04	< 0.1
Ctps2	ENSMUST00000033727.8	cytidine 5'-triphosphate synthase 2 	619	1	1	0	0	0	mmu-miR-6954-5p				-0.02	-0.43	< 0.1
Crnkl1	ENSMUST00000001818.4	Crn, crooked neck-like 1 (Drosophila) 	664	1	0	1	0	0	mmu-miR-6954-5p				-0.02	-0.25	< 0.1
Gm53	ENSMUST00000129907.2	predicted gene 53 	48	1	0	0	1	2	mmu-miR-6954-5p				-0.02	-0.05	< 0.1
Ctnnd1	ENSMUST00000111696.2	catenin (cadherin associated protein), delta 1 	1459	2	0	0	2	2	mmu-miR-486a-3p				-0.02	-0.17	< 0.1
Jmjd4	ENSMUST00000108777.4	jumonji domain containing 4 	760	1	0	0	1	0	mmu-miR-486a-3p				-0.02	-0.12	< 0.1
CTNND1	ENSMUST00000189772.1	Catenin delta-1  	1459	2	0	0	2	2	mmu-miR-486a-3p				-0.02	-0.17	< 0.1
Wdr86	ENSMUST00000068693.6	WD repeat domain 86 	51	1	0	1	0	0	mmu-miR-6954-5p				-0.02	-0.14	< 0.1
Taf13	ENSMUST00000143054.1	TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor 	50	1	0	0	1	0	mmu-miR-486a-3p				-0.02	-0.10	< 0.1
Cacna2d4	ENSMUST00000037434.7	calcium channel, voltage-dependent, alpha 2/delta subunit 4 	27	1	0	1	0	2	mmu-miR-6954-5p				-0.02	-0.27	< 0.1
Lrp12	ENSMUST00000022916.6	low density lipoprotein-related protein 12 	282	1	0	0	1	1	mmu-miR-6954-5p				-0.02	-0.09	< 0.1
Dicer1	ENSMUST00000041987.6	dicer 1, ribonuclease type III 	545	1	0	1	0	0	mmu-miR-486a-3p				-0.02	-0.10	< 0.1
Slc30a9	ENSMUST00000162372.2	solute carrier family 30 (zinc transporter), member 9 	1337	1	0	1	0	1	mmu-miR-6954-5p				-0.02	-0.21	< 0.1
Col18a1	ENSMUST00000081654.7	collagen, type XVIII, alpha 1 	1582	1	1	0	0	0	mmu-miR-486a-3p				-0.02	-0.28	< 0.1
Igf2bp1	ENSMUST00000013559.2	insulin-like growth factor 2 mRNA binding protein 1 	450	1	0	1	0	1	mmu-miR-6954-5p				-0.02	-0.04	< 0.1
Msantd1	ENSMUST00000050535.1	Myb/SANT-like DNA-binding domain containing 1 	20	1	1	0	0	1	mmu-miR-486a-3p				-0.02	-0.18	< 0.1
Btla	ENSMUST00000063654.4	B and T lymphocyte associated 	63	2	1	1	0	0	mmu-miR-6954-5p				-0.02	-0.41	< 0.1
Mamstr	ENSMUST00000148532.1	MEF2 activating motif and SAP domain containing transcriptional regulator 	284	2	1	1	0	0	mmu-miR-486a-3p				-0.02	-0.17	< 0.1
Cd93	ENSMUST00000099269.3	CD93 antigen 	571	2	0	1	1	2	mmu-miR-486a-3p				-0.02	-0.22	< 0.1
Rab10	ENSMUST00000021001.8	RAB10, member RAS oncogene family 	1042	1	0	1	0	1	mmu-miR-6954-5p				-0.02	-0.24	< 0.1
Ifrd1	ENSMUST00000001672.6	interferon-related developmental regulator 1 	273	1	0	1	0	0	mmu-miR-6954-5p				-0.02	-0.23	< 0.1
Nfe2	ENSMUST00000075192.7	nuclear factor, erythroid derived 2 	19	1	0	1	0	0	mmu-miR-6954-5p				-0.02	-0.24	< 0.1
Fancf	ENSMUST00000169357.1	Fanconi anemia, complementation group F 	160	1	1	0	0	0	mmu-miR-486a-3p				-0.02	-0.39	< 0.1
Olfr39	ENSMUST00000071725.3	olfactory receptor 39 	10	2	0	0	2	1	mmu-miR-486a-3p				-0.02	-0.04	< 0.1
Rac2	ENSMUST00000043214.6	RAS-related C3 botulinum substrate 2 	256	3	2	1	0	0	mmu-miR-486a-3p				-0.02	-1.13	< 0.1
Kctd15	ENSMUST00000108069.2	potassium channel tetramerisation domain containing 15 	292	1	0	1	0	0	mmu-miR-6954-5p				-0.02	-0.20	< 0.1
Sdk1	ENSMUST00000085774.5	sidekick homolog 1 (chicken) 	30	1	0	0	1	0	mmu-miR-486a-3p				-0.02	-0.08	< 0.1
Hectd3	ENSMUST00000050067.9	HECT domain containing 3 	989	1	0	1	0	1	mmu-miR-6954-5p				-0.02	-0.17	< 0.1
Emx1	ENSMUST00000045942.8	empty spiracles homeobox 1 	125	1	1	0	0	0	mmu-miR-6954-5p				-0.02	-0.28	< 0.1
Tpsb2	ENSMUST00000069616.7	tryptase beta 2 	62	2	2	0	0	0	mmu-miR-486a-3p				-0.02	-0.56	< 0.1
Ubr2	ENSMUST00000113337.3	ubiquitin protein ligase E3 component n-recognin 2 	850	1	0	1	0	0	mmu-miR-6954-5p				-0.02	-0.06	< 0.1
Ppme1	ENSMUST00000032963.8	protein phosphatase methylesterase 1 	66	1	0	1	0	0	mmu-miR-6954-5p				-0.02	-0.17	< 0.1
Slc4a8	ENSMUST00000023776.7	solute carrier family 4 (anion exchanger), member 8 	103	1	0	0	1	0	mmu-miR-486a-3p				-0.02	-0.08	< 0.1
Gnrh1	ENSMUST00000111095.2	gonadotropin releasing hormone 1 	60	2	0	2	0	0	mmu-miR-6954-5p				-0.02	-0.42	< 0.1
Bard1	ENSMUST00000027393.7	BRCA1 associated RING domain 1 	110	1	0	0	1	0	mmu-miR-486a-3p				-0.02	-0.03	< 0.1
Ten1	ENSMUST00000021130.6	TEN1 telomerase capping complex subunit 	766	2	2	0	0	2	mmu-miR-486a-3p				-0.02	-0.62	< 0.1
Ces2b	ENSMUST00000059449.6	carboxyesterase 2B 	54	1	0	0	1	0	mmu-miR-486a-3p				-0.02	-0.19	< 0.1
Abl1	ENSMUST00000028190.7	c-abl oncogene 1, non-receptor tyrosine kinase 	1239	2	1	1	0	1	mmu-miR-6954-5p				-0.02	-0.18	< 0.1
Appbp2	ENSMUST00000018625.9	amyloid beta precursor protein (cytoplasmic tail) binding protein 2 	1396	1	0	0	1	0	mmu-miR-486a-3p				-0.02	-0.02	< 0.1
Otud3	ENSMUST00000097830.3	OTU domain containing 3 	934	1	0	1	0	1	mmu-miR-326-5p				-0.02	-0.02	< 0.1
Ccdc127	ENSMUST00000022063.8	coiled-coil domain containing 127 	1021	1	0	1	0	2	mmu-miR-6954-5p				-0.02	-0.22	< 0.1
Cmc2	ENSMUST00000148235.2	COX assembly mitochondrial protein 2 	3529	2	0	2	0	1	mmu-miR-486a-3p				-0.02	-0.29	< 0.1
Pot1b	ENSMUST00000086876.5	protection of telomeres 1B 	120	1	0	0	1	0	mmu-miR-486a-3p				-0.02	-0.14	< 0.1
9930111J21Rik2	ENSMUST00000101295.3	RIKEN cDNA 9930111J21 gene 2 	6	1	0	0	1	0	mmu-miR-486a-3p				-0.02	-0.09	< 0.1
Acad9	ENSMUST00000011492.9	acyl-Coenzyme A dehydrogenase family, member 9 	630	1	0	0	1	0	mmu-miR-486a-3p				-0.02	-0.14	< 0.1
Armc2	ENSMUST00000160262.3	armadillo repeat containing 2 	26	1	0	0	1	0	mmu-miR-486a-3p				-0.02	-0.03	< 0.1
Ptprb	ENSMUST00000092167.5	protein tyrosine phosphatase, receptor type, B 	2280	1	0	1	0	1	mmu-miR-326-5p				-0.02	-0.02	< 0.1
Gstt2	ENSMUST00000038257.6	glutathione S-transferase, theta 2 	2243	1	0	0	1	0	mmu-miR-486a-3p				-0.02	-0.28	< 0.1
Mccc1	ENSMUST00000029259.4	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha) 	963	2	1	1	0	0	mmu-miR-486a-3p				-0.02	-0.30	< 0.1
Zfp111	ENSMUST00000086006.6	zinc finger protein 111 	150	1	0	0	1	0	mmu-miR-486a-3p				-0.02	-0.20	< 0.1
Mphosph6	ENSMUST00000034303.1	M phase phosphoprotein 6 	86	2	1	1	0	0	mmu-miR-486a-3p				-0.02	-0.51	< 0.1
Bves	ENSMUST00000095715.3	blood vessel epicardial substance 	1072	1	0	1	0	0	mmu-miR-6954-5p				-0.02	-0.20	< 0.1
Lrrc4c	ENSMUST00000135431.2	leucine rich repeat containing 4C 	19	1	0	1	0	0	mmu-miR-6954-5p				-0.02	-0.18	< 0.1
Muc20	ENSMUST00000041123.8	mucin 20 	120	2	0	2	0	0	mmu-miR-6954-5p				-0.02	-0.43	< 0.1
Pdzd11	ENSMUST00000015812.6	PDZ domain containing 11 	1003	1	0	1	0	0	mmu-miR-486a-3p				-0.02	-0.25	< 0.1
Rad9a	ENSMUST00000025740.6	RAD9 homolog A 	113	1	0	0	1	0	mmu-miR-6954-5p				-0.02	-0.14	< 0.1
G0s2	ENSMUST00000009777.2	G0/G1 switch gene 2 	126	3	1	1	1	1	mmu-miR-486a-3p				-0.02	-0.76	< 0.1
St7l	ENSMUST00000059271.7	suppression of tumorigenicity 7-like 	401	1	0	1	0	0	mmu-miR-6954-5p				-0.02	-0.08	< 0.1
Foxp4	ENSMUST00000113265.2	forkhead box P4 	282	2	0	2	0	0	mmu-miR-6954-5p				-0.02	-0.41	< 0.1
D430041D05Rik	ENSMUST00000089726.4	RIKEN cDNA D430041D05 gene 	37	2	0	1	1	0	mmu-miR-486a-3p				-0.02	-0.04	< 0.1
Eppin	ENSMUST00000103100.1	epididymal peptidase inhibitor 	6	1	0	0	1	0	mmu-miR-486a-3p				-0.02	-0.17	< 0.1
Ddx25	ENSMUST00000034612.5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 25 	47	2	0	2	0	0	mmu-miR-6954-5p				-0.02	-0.20	< 0.1
Ephb2	ENSMUST00000105845.3	Eph receptor B2 	97	4	1	3	0	0	mmu-miR-6954-5p				-0.02	-0.33	< 0.1
Trim45	ENSMUST00000037409.7	tripartite motif-containing 45 	204	1	0	1	0	0	mmu-miR-6954-5p				-0.02	-0.23	< 0.1
Cdhr5	ENSMUST00000167263.2	cadherin-related family member 5 	98	1	1	0	0	0	mmu-miR-486a-3p				-0.02	-0.28	< 0.1
Trub2	ENSMUST00000048044.6	TruB pseudouridine (psi) synthase homolog 2 (E. coli) 	270	2	0	1	1	4	mmu-miR-486a-3p				-0.02	-0.21	< 0.1
Tmem167b	ENSMUST00000090546.5	transmembrane protein 167B 	614	1	0	0	1	0	mmu-miR-486a-3p				-0.02	-0.08	< 0.1
Cpsf3l	ENSMUST00000030901.3	cleavage and polyadenylation specific factor 3-like 	1608	1	1	0	0	0	mmu-miR-486a-3p				-0.02	-0.70	< 0.1
Zfp623	ENSMUST00000037260.6	zinc finger protein 623 	155	1	0	1	0	0	mmu-miR-6954-5p				-0.02	-0.16	< 0.1
Homer1	ENSMUST00000079086.6	homer homolog 1 (Drosophila) 	959	1	0	1	0	0	mmu-miR-6954-5p				-0.02	-0.05	< 0.1
6430571L13Rik	ENSMUST00000042581.2	RIKEN cDNA 6430571L13 gene 	492	1	0	1	0	0	mmu-miR-6954-5p				-0.02	-0.18	< 0.1
Trmt112	ENSMUST00000174786.1	tRNA methyltransferase 11-2 	88	1	0	0	1	0	mmu-miR-6954-5p				-0.02	-0.14	< 0.1
Lrrc10	ENSMUST00000073834.4	leucine rich repeat containing 10 	1545	2	0	2	0	0	mmu-miR-6954-5p				-0.02	-0.19	< 0.1
Stt3a	ENSMUST00000120381.3	STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae) 	1589	1	0	0	1	0	mmu-miR-486a-3p				-0.02	-0.14	< 0.1
Nup153	ENSMUST00000021803.9	nucleoporin 153 	627	1	0	0	1	1	mmu-miR-486a-3p				-0.02	-0.25	< 0.1
Rrm1	ENSMUST00000033283.9	ribonucleotide reductase M1 	1386	1	1	0	0	0	mmu-miR-6954-5p				-0.02	-0.32	< 0.1
Fcrla	ENSMUST00000046322.8	Fc receptor-like A 	19	2	0	2	0	0	mmu-miR-6954-5p				-0.02	-0.27	< 0.1
Aasdh	ENSMUST00000120963.2	aminoadipate-semialdehyde dehydrogenase 	80	1	0	1	0	0	mmu-miR-486a-3p				-0.01	-0.14	< 0.1
Ddx46	ENSMUST00000172272.2	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46 	5871	1	0	0	1	0	mmu-miR-486a-3p				-0.01	-0.13	< 0.1
Ptrhd1	ENSMUST00000179139.1	peptidyl-tRNA hydrolase domain containing 1 	447	2	1	0	1	0	mmu-miR-486a-3p				-0.01	-0.47	< 0.1
Smarcal1	ENSMUST00000047615.9	SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1 	398	1	0	0	1	0	mmu-miR-486a-3p				-0.01	-0.13	< 0.1
2410131K14Rik	ENSMUST00000049138.7	RIKEN cDNA 2410131K14 gene 	430	1	0	1	0	0	mmu-miR-6954-5p				-0.01	-0.09	< 0.1
Zfp429	ENSMUST00000181071.2	zinc finger protein 429 	9	1	0	1	0	0	mmu-miR-6954-5p				-0.01	-0.26	< 0.1
Cdc14b	ENSMUST00000109770.1	CDC14 cell division cycle 14B 	89	1	0	1	0	0	mmu-miR-6954-5p				-0.01	-0.17	< 0.1
D10Jhu81e	ENSMUST00000001242.7	DNA segment, Chr 10, Johns Hopkins University 81 expressed 	10647	3	1	0	2	3	mmu-miR-486a-3p				-0.01	-0.73	< 0.1
BC067074	ENSMUST00000078163.8	cDNA sequence BC067074 	55	1	1	0	0	0	mmu-miR-486a-3p				-0.01	-0.05	< 0.1
Bri3bp	ENSMUST00000049040.9	Bri3 binding protein 	6210	2	0	2	0	1	mmu-miR-486a-3p				-0.01	-0.25	< 0.1
Ptprk	ENSMUST00000166468.1	protein tyrosine phosphatase, receptor type, K 	824	1	0	0	1	0	mmu-miR-486a-3p				-0.01	-0.08	< 0.1
Ltf	ENSMUST00000035077.3	lactotransferrin 	45	1	0	0	1	0	mmu-miR-486a-3p				-0.01	-0.14	< 0.1
Tatdn3	ENSMUST00000085633.6	TatD DNase domain containing 3 	111	1	0	0	1	0	mmu-miR-486a-3p				-0.01	-0.20	< 0.1
Urm1	ENSMUST00000091142.3	ubiquitin related modifier 1 homolog (S. cerevisiae) 	556	1	1	0	0	0	mmu-miR-6954-5p				-0.01	-0.40	< 0.1
Eif4a3	ENSMUST00000026667.9	eukaryotic translation initiation factor 4A3 	125	1	0	0	1	1	mmu-miR-486a-3p				-0.01	-0.17	< 0.1
Rcl1	ENSMUST00000064393.5	RNA terminal phosphate cyclase-like 1 	667	2	1	0	1	0	mmu-miR-486a-3p				-0.01	-0.28	< 0.1
Gm4944	ENSMUST00000179996.1	predicted gene 4944 	40	1	0	1	0	0	mmu-miR-326-5p				-0.01	-0.18	< 0.1
Atg2b	ENSMUST00000041055.7	autophagy related 2B 	806	3	0	3	0	0	mmu-miR-486a-3p				-0.01	-0.18	< 0.1
Etnppl	ENSMUST00000072271.7	ethanolamine phosphate phospholyase 	733	1	0	0	1	0	mmu-miR-486a-3p				-0.01	-0.17	< 0.1
Nfrkb	ENSMUST00000086167.6	nuclear factor related to kappa B binding protein 	82	1	0	0	1	1	mmu-miR-486a-3p				-0.01	-0.02	< 0.1
Bmp8b	ENSMUST00000002457.1	bone morphogenetic protein 8b 	16	1	0	1	0	0	mmu-miR-486a-3p				-0.01	-0.05	< 0.1
Phf20l1	ENSMUST00000048188.8	PHD finger protein 20-like 1 	862	1	0	0	1	0	mmu-miR-486a-3p				-0.01	-0.17	< 0.1
Txnl1	ENSMUST00000025476.2	thioredoxin-like 1 	16168	1	1	0	0	0	mmu-miR-486a-3p				-0.01	-0.37	< 0.1
Zfp456	ENSMUST00000057070.8	zinc finger protein 456 	89	1	0	1	0	0	mmu-miR-6954-5p				-0.01	-0.24	< 0.1
Alad	ENSMUST00000107444.2	aminolevulinate, delta-, dehydratase 	2652	1	0	1	0	0	mmu-miR-486a-3p				-0.01	-0.13	< 0.1
Zfp157	ENSMUST00000085856.6	zinc finger protein 157 	162	1	0	1	0	2	mmu-miR-6954-5p				-0.01	-0.15	< 0.1
BC089597	ENSMUST00000092058.3	cDNA sequence BC089597 	447	2	0	1	1	0	mmu-miR-486a-3p				-0.01	-0.25	< 0.1
Ppfia4	ENSMUST00000168515.2	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4 	140	1	0	1	0	1	mmu-miR-6954-5p				-0.01	-0.15	< 0.1
Hspa1b	ENSMUST00000172753.1	heat shock protein 1B 	1182	1	0	1	0	0	mmu-miR-486a-3p				-0.01	-0.14	< 0.1
Dnajc3	ENSMUST00000022734.7	DnaJ (Hsp40) homolog, subfamily C, member 3 	2562	1	1	0	0	0	mmu-miR-486a-3p				-0.01	-0.03	< 0.1
Sec22a	ENSMUST00000043521.4	SEC22 vesicle trafficking protein homolog A (S. cerevisiae) 	619	1	0	1	0	0	mmu-miR-6954-5p				-0.01	-0.26	< 0.1
Zscan2	ENSMUST00000044115.7	zinc finger and SCAN domain containing 2 	71	1	0	0	1	0	mmu-miR-486a-3p				-0.01	-0.26	< 0.1
Pacrg	ENSMUST00000041463.6	PARK2 co-regulated 	62	1	1	0	0	0	mmu-miR-486a-3p				-0.01	-0.39	< 0.1
Cacna1c	ENSMUST00000186889.1	calcium channel, voltage-dependent, L type, alpha 1C subunit 	264	1	0	1	0	1	mmu-miR-6954-5p				-0.01	-0.10	< 0.1
Zbtb8os	ENSMUST00000119480.1	zinc finger and BTB domain containing 8 opposite strand 	1368	1	1	0	0	0	mmu-miR-486a-3p				-0.01	-0.47	< 0.1
Commd2	ENSMUST00000160959.2	COMM domain containing 2 	1051	4	1	3	0	0	mmu-miR-6954-5p				-0.01	-0.86	< 0.1
Ttc33	ENSMUST00000118193.2	tetratricopeptide repeat domain 33 	2298	4	0	1	3	2	mmu-miR-486a-3p				-0.01	-0.49	< 0.1
Asrgl1	ENSMUST00000049948.5	asparaginase like 1 	588	1	1	0	0	0	mmu-miR-486a-3p				-0.01	-0.29	< 0.1
Pex10	ENSMUST00000103180.3	peroxisomal biogenesis factor 10 	132	1	0	0	1	0	mmu-miR-486a-3p				-0.01	-0.06	< 0.1
Ak1	ENSMUST00000113278.3	adenylate kinase 1 	4753	2	0	2	0	0	mmu-miR-6954-5p				-0.01	-0.21	< 0.1
Spc25	ENSMUST00000112320.2	SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae) 	115	1	0	0	1	1	mmu-miR-486a-3p				-0.01	-0.17	< 0.1
Mfng	ENSMUST00000018313.5	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase 	34	1	1	0	0	0	mmu-miR-6954-5p				-0.01	-0.24	< 0.1
Tmem255b	ENSMUST00000167071.2	transmembrane protein 255B 	26	2	0	0	2	2	mmu-miR-486a-3p				-0.01	-0.28	< 0.1
Tmem126b	ENSMUST00000032843.7	transmembrane protein 126B 	472	1	0	1	0	0	mmu-miR-6954-5p				-0.01	-0.21	< 0.1
Lsm6	ENSMUST00000130325.2	LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae) 	2667	1	1	0	0	1	mmu-miR-486a-3p				-0.01	-0.56	< 0.1
Snrpb2	ENSMUST00000008477.7	U2 small nuclear ribonucleoprotein B 	84	1	0	0	1	0	mmu-miR-486a-3p				-0.01	-0.16	< 0.1
E130308A19Rik	ENSMUST00000070150.5	RIKEN cDNA E130308A19 gene 	224	1	0	0	1	0	mmu-miR-486a-3p				-0.01	-0.12	< 0.1
Cldn22	ENSMUST00000038693.6	claudin 22 	75	1	0	1	0	1	mmu-miR-486a-3p				-0.01	-0.16	< 0.1
Serpina9	ENSMUST00000058464.4	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9 	69	1	1	0	0	1	mmu-miR-486a-3p				-0.01	-0.15	< 0.1
Ccl25	ENSMUST00000024004.8	chemokine (C-C motif) ligand 25 	16	2	0	1	1	0	mmu-miR-6954-5p				-0.01	-0.43	< 0.1
Psd4	ENSMUST00000102942.2	pleckstrin and Sec7 domain containing 4 	104	1	0	1	0	1	mmu-miR-486a-3p				-0.01	-0.05	< 0.1
Zfp617	ENSMUST00000119003.1	zinc finger protein 617 	60	1	1	0	0	2	mmu-miR-6954-5p				-0.01	-0.25	< 0.1
Clasrp	ENSMUST00000086041.5	CLK4-associating serine/arginine rich protein 	17	1	0	1	0	0	mmu-miR-6954-5p				-0.01	-0.24	< 0.1
Aip	ENSMUST00000117831.2	aryl-hydrocarbon receptor-interacting protein 	1773	1	0	0	1	0	mmu-miR-486a-3p				-0.01	-0.16	< 0.1
Josd2	ENSMUST00000035844.5	Josephin domain containing 2 	884	1	1	0	0	1	mmu-miR-6954-5p				-0.01	-0.49	< 0.1
Crcp	ENSMUST00000026608.7	calcitonin gene-related peptide-receptor component protein 	114	2	1	0	1	0	mmu-miR-486a-3p				-0.01	-0.34	< 0.1
Ubiad1	ENSMUST00000051633.2	UbiA prenyltransferase domain containing 1 	85	3	0	1	2	0	mmu-miR-486a-3p				-0.01	-0.68	< 0.1
Mrpl54	ENSMUST00000046114.4	mitochondrial ribosomal protein L54 	1036	1	1	0	0	0	mmu-miR-486a-3p				-0.01	-0.39	< 0.1
Myot	ENSMUST00000025349.6	myotilin 	4007	2	1	0	1	2	mmu-miR-6954-5p				-0.01	-0.34	< 0.1
Ttc21b	ENSMUST00000125446.2	tetratricopeptide repeat domain 21B 	24	1	0	1	0	0	mmu-miR-6954-5p				-0.01	-0.12	< 0.1
Cpxm2	ENSMUST00000033149.4	carboxypeptidase X 2 (M14 family) 	292	2	1	0	1	1	mmu-miR-486a-3p				-0.01	-0.20	< 0.1
Akirin1	ENSMUST00000102636.3	akirin 1 	238	1	0	1	0	0	mmu-miR-6954-5p				-0.01	-0.24	< 0.1
C1d	ENSMUST00000000594.3	C1D nuclear receptor co-repressor 	5861	1	0	1	0	0	mmu-miR-6954-5p				-0.01	-0.37	< 0.1
Ntmt1	ENSMUST00000041830.4	N-terminal Xaa-Pro-Lys N-methyltransferase 1 	936	1	0	0	1	0	mmu-miR-486a-3p				-0.01	-0.23	< 0.1
