Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Ube2g1	ENSMUST00000021148.7	ubiquitin-conjugating enzyme E2G 1 	4678	1	1	0	0	0	mmu-miR-574-5p	0.0003	0.0017	0.0044	0	-0.38	< 0.1
Pfdn4	ENSMUST00000063682.6	prefoldin 4 	963	1	0	1	0	0	mmu-miR-574-5p	0.0001	0.0005	0.0028	0	-0.24	< 0.1
Ptch2	ENSMUST00000030443.6	patched homolog 2 	611	1	1	0	0	0	mmu-miR-574-5p	0.0018	0.0134	0.0912	0	-0.19	< 0.1
Ppp1cb	ENSMUST00000015100.9	protein phosphatase 1, catalytic subunit, beta isoform 	16559	3	1	1	1	0	mmu-miR-574-5p	0.0002	0.0013	0.0055	0	-0.40	< 0.1
Hmmr	ENSMUST00000020579.8	hyaluronan mediated motility receptor (RHAMM) 	113	1	0	1	0	1	mmu-miR-574-5p	0.0006	0.0045	0.0254	0	-0.07	< 0.1
Dnmt1	ENSMUST00000177754.2	DNA methyltransferase (cytosine-5) 1 	203	1	0	0	1	0	mmu-miR-574-5p	0.0010	0.0075	0.0535	0	-0.18	< 0.1
Ap5z1	ENSMUST00000038699.8	adaptor-related protein complex 5, zeta 1 subunit 	165	3*	0	1	0	2	mmu-miR-574-5p	0.0042	0.0303	0.1983	0	-0.15	< 0.1
Trip12	ENSMUST00000186465.1	thyroid hormone receptor interactor 12 	11831	3*	0	0	1	0	mmu-miR-574-5p	0.0008	0.0060	0.0392	0	-0.06	< 0.1
Stau2	ENSMUST00000162751.2	staufen (RNA binding protein) homolog 2 (Drosophila) 	484	4*	1	0	0	1	mmu-miR-574-5p	0.0014	0.0098	0.0622	0	-0.23	< 0.1
Trp53rk	ENSMUST00000151826.1	transformation related protein 53 regulating kinase 	274	1	0	0	1	1	mmu-miR-574-5p	0.0004	0.0026	0.0167	0	-0.10	< 0.1
Csnk2a2	ENSMUST00000056919.7	casein kinase 2, alpha prime polypeptide 	322	1	0	0	1	0	mmu-miR-574-5p	0.0003	0.0021	0.0145	0	-0.06	< 0.1
Smad2	ENSMUST00000168423.2	SMAD family member 2 	979	1	0	0	1	0	mmu-miR-574-5p	0.0008	0.0059	0.0393	0	-0.01	< 0.1
Tbc1d30	ENSMUST00000064107.5	TBC1 domain family, member 30 	252	7*	0	1	0	0	mmu-miR-574-5p	0.0008	0.0057	0.0372	0	-0.03	< 0.1
Apol6	ENSMUST00000149569.2	apolipoprotein L 6 	1917	1	0	0	1	1	mmu-miR-574-5p	0.0021	0.0156	0.1037	0	-0.16	< 0.1
Rimklb	ENSMUST00000068242.6	ribosomal modification protein rimK-like family member B 	216	1	1	0	0	0	mmu-miR-574-5p	0.0010	0.0074	0.0424	0	-0.03	< 0.1
Top3a	ENSMUST00000002891.5	topoisomerase (DNA) III alpha 	53	1	1	0	0	0	mmu-miR-574-5p	0.0020	0.0140	0.0861	0	-0.03	< 0.1
Treh	ENSMUST00000034609.5	trehalase (brush-border membrane glycoprotein) 	1572	1	1	0	0	0	mmu-miR-574-5p	0.0526	0.2903	0.7487	0	-0.65	< 0.1
Atp6v1d	ENSMUST00000021536.7	ATPase, H+ transporting, lysosomal V1 subunit D 	350	2*	0	0	0	1	mmu-miR-574-5p	0.0004	0.0030	0.0194	0	-0.04	< 0.1
Sucnr1	ENSMUST00000029326.5	succinate receptor 1 	848	7*	0	0	1	1	mmu-miR-574-5p	0.0021	0.0152	0.1044	0	-0.12	< 0.1
Nsun5	ENSMUST00000000940.9	NOL1/NOP2/Sun domain family, member 5 	579	1	0	0	1	0	mmu-miR-574-5p	0.0001	0.0009	0.0047	0	-0.18	< 0.1
Tars	ENSMUST00000022849.5	threonyl-tRNA synthetase 	1099	1	0	1	0	0	mmu-miR-574-5p	0.0001	0.0010	0.0060	0	-0.09	< 0.1
Trim62	ENSMUST00000035667.8	tripartite motif-containing 62 	55	1	0	1	0	0	mmu-miR-574-5p	0.0011	0.0084	0.0581	0	-0.12	< 0.1
March9	ENSMUST00000040307.5	membrane-associated ring finger (C3HC4) 9 	113	1	0	1	0	0	mmu-miR-574-5p	0.0002	0.0017	0.0097	0	-0.04	< 0.1
Metrnl	ENSMUST00000036742.8	meteorin, glial cell differentiation regulator-like 	462	5*	0	0	1	1	mmu-miR-574-5p	0.0002	0.0014	0.0085	0	-0.07	< 0.1
Asb13	ENSMUST00000042288.6	ankyrin repeat and SOCS box-containing 13 	2180	18*	4	1	0	0	mmu-miR-574-5p	0.0051	0.0368	0.2351	0	-1.52	< 0.1
Exoc3l2	ENSMUST00000137613.2	exocyst complex component 3-like 2 	100	1	0	0	1	0	mmu-miR-574-5p	0.0008	0.0057	0.0407	0	-0.07	< 0.1
Rbfa	ENSMUST00000025462.6	ribosome binding factor A 	121	2	0	1	1	0	mmu-miR-574-5p	0.0012	0.0091	0.0627	0	-0.23	< 0.1
Kif26b	ENSMUST00000160789.1	kinesin family member 26B 	26	1	0	0	1	0	mmu-miR-574-5p	0.0010	0.0076	0.0505	0	-0.01	< 0.1
Osgep	ENSMUST00000159292.2	O-sialoglycoprotein endopeptidase 	798	1	1	0	0	0	mmu-miR-574-5p	0.0004	0.0021	0.0082	0	-0.28	< 0.1
Ift74	ENSMUST00000030311.5	intraflagellar transport 74 	407	1	1	0	0	1	mmu-miR-574-5p	0.0020	0.0148	0.1005	0	-0.23	< 0.1
Usp3	ENSMUST00000127569.2	ubiquitin specific peptidase 3 	1123	1	0	1	0	0	mmu-miR-574-5p	0.0007	0.0052	0.0309	0	-0.17	< 0.1
Ncf2	ENSMUST00000186568.1	neutrophil cytosolic factor 2 	34	2*	0	0	0	1	mmu-miR-574-5p	0.0004	0.0032	0.0232	0	-0.06	< 0.1
Lst1	ENSMUST00000097336.4	leukocyte specific transcript 1 	198	1	0	0	1	0	mmu-miR-574-5p	0.0009	0.0064	0.0453	0	-0.05	< 0.1
Exosc1	ENSMUST00000075280.5	exosome component 1 	995	1	0	1	0	0	mmu-miR-574-5p	0.0033	0.0241	0.1617	0	-0.19	< 0.1
Eif2s1	ENSMUST00000071230.7	eukaryotic translation initiation factor 2, subunit 1 alpha 	11965	1	1	0	0	0	mmu-miR-574-5p	0.0003	0.0015	0.0039	0	-0.31	< 0.1
Cutc	ENSMUST00000112047.4	cutC copper transporter homolog (E.coli) 	213	1	0	0	1	0	mmu-miR-574-5p	0.0005	0.0031	0.0162	0	-0.04	< 0.1
Tmem216	ENSMUST00000025569.3	transmembrane protein 216 	220	1	0	0	1	0	mmu-miR-574-5p	0.0007	0.0050	0.0355	0	-0.18	< 0.1
Rhod	ENSMUST00000117462.1	ras homolog gene family, member D 	1484	5*	0	1	0	0	mmu-miR-574-5p	0.0001	0.0009	0.0040	0	-0.18	< 0.1
Tssk6	ENSMUST00000050373.5	testis-specific serine kinase 6 	41	1	0	0	1	0	mmu-miR-574-5p	0.0001	0.0008	0.0049	0	-0.11	< 0.1
Tle1	ENSMUST00000074216.8	transducin-like enhancer of split 1, homolog of Drosophila E(spl) 	813	1	0	0	1	1	mmu-miR-574-5p	0.0070	0.0501	0.2910	0	-0.17	< 0.1
Orc3	ENSMUST00000048706.4	origin recognition complex, subunit 3 	1730	1	0	1	0	1	mmu-miR-574-5p	0.0057	0.0412	0.2679	0	-0.07	< 0.1
Cyp2j9	ENSMUST00000055693.8	cytochrome P450, family 2, subfamily j, polypeptide 9 	87	7*	0	0	1	1	mmu-miR-574-5p	0.0009	0.0067	0.0449	0	-0.01	< 0.1
Kti12	ENSMUST00000102738.3	KTI12 homolog, chromatin associated (S. cerevisiae) 	557	1	1	0	0	0	mmu-miR-574-5p	0.0003	0.0018	0.0052	0	-0.33	< 0.1
Pfkp	ENSMUST00000138703.2	phosphofructokinase, platelet 	1066	3*	0	1	0	1	mmu-miR-574-5p	0.0002	0.0014	0.0057	0	-0.28	< 0.1
Timm8a1	ENSMUST00000054213.4	translocase of inner mitochondrial membrane 8A1 	486	1	0	0	1	1	mmu-miR-574-5p	0.0005	0.0037	0.0244	0	-0.14	< 0.1
Tk2	ENSMUST00000050211.5	thymidine kinase 2, mitochondrial 	319	1	1	0	0	1	mmu-miR-574-5p	0.0003	0.0020	0.0090	0	-0.45	< 0.1
Nkd2	ENSMUST00000022051.8	naked cuticle 2 homolog (Drosophila) 	142	2	0	1	1	0	mmu-miR-574-5p	0.0003	0.0023	0.0122	0	-0.19	< 0.1
Rhou	ENSMUST00000045487.3	ras homolog gene family, member U 	659	6*	2	0	0	0	mmu-miR-574-5p	0.0071	0.0512	0.3267	0	-0.52	< 0.1
Arhgap32	ENSMUST00000174641.2	Rho GTPase activating protein 32 	299	2*	1	0	0	0	mmu-miR-574-5p	0.0069	0.0480	0.2975	0	-0.04	< 0.1
Ly96	ENSMUST00000026881.5	lymphocyte antigen 96 	56	4*	0	1	0	0	mmu-miR-574-5p	0.0014	0.0099	0.0626	0	-0.02	< 0.1
Nol12	ENSMUST00000138880.2	nucleolar protein 12 	2507	1	1	0	0	0	mmu-miR-574-5p	0.0002	0.0011	0.0045	0	-0.21	< 0.1
Ccna2	ENSMUST00000029270.4	cyclin A2 	3137	1*	0	0	0	1	mmu-miR-574-5p	0.0010	0.0072	0.0508	0	-0.01	< 0.1
Casq2	ENSMUST00000029454.6	calsequestrin 2 	4540	1	0	1	0	1	mmu-miR-574-5p	0.0008	0.0058	0.0383	0	-0.10	< 0.1
BC027231	ENSMUST00000048788.8	cDNA sequence BC027231 	298	1	1	0	0	0	mmu-miR-574-5p	0.0008	0.0055	0.0362	0	-0.16	< 0.1
St3gal6	ENSMUST00000137035.2	ST3 beta-galactoside alpha-2,3-sialyltransferase 6 	1417	1	0	0	1	0	mmu-miR-574-5p	0.0001	0.0009	0.0052	0	-0.08	< 0.1
Syne4	ENSMUST00000054594.9	spectrin repeat containing, nuclear envelope family member 4 	107	1	1	0	0	0	mmu-miR-574-5p	0.0002	0.0011	0.0041	0	-0.20	< 0.1
Wdr47	ENSMUST00000051145.9	WD repeat domain 47 	730	1	0	0	1	0	mmu-miR-574-5p	0.0126	0.0896	0.5214	0	-0.22	< 0.1
Suz12	ENSMUST00000017692.9	suppressor of zeste 12 homolog (Drosophila) 	2150	2	0	1	1	0	mmu-miR-574-5p	0.0001	0.0007	0.0041	0	-0.19	< 0.1
Nupr1	ENSMUST00000032961.3	nuclear protein transcription regulator 1 	594	1	0	0	1	0	mmu-miR-574-5p	0.0001	0.0005	0.0028	0	-0.17	< 0.1
Asb10	ENSMUST00000048302.7	ankyrin repeat and SOCS box-containing 10 	984	1	1	0	0	1	mmu-miR-574-5p	0.0026	0.0179	0.1169	0	-0.29	< 0.1
Atg7	ENSMUST00000032457.11	autophagy related 7 	381	2*	0	0	1	0	mmu-miR-574-5p	0.0013	0.0095	0.0632	0	-0.11	< 0.1
Tubb1	ENSMUST00000016399.5	tubulin, beta 1 class VI 	26	1	0	0	1	0	mmu-miR-574-5p	0.0023	0.0167	0.1131	0	-0.06	< 0.1
Abcb11	ENSMUST00000102710.4	ATP-binding cassette, sub-family B (MDR/TAP), member 11 	1186	5*	2	0	0	0	mmu-miR-574-5p	0.0021	0.0147	0.0935	0	-0.40	< 0.1
Fbln5	ENSMUST00000021603.8	fibulin 5 	2038	2	1	1	0	0	mmu-miR-574-5p	0.0003	0.0017	0.0058	0	-0.32	< 0.1
Mrps31	ENSMUST00000033934.3	mitochondrial ribosomal protein S31 	823	2*	0	0	1	1	mmu-miR-574-5p	0.0006	0.0040	0.0285	0	-0.14	< 0.1
Selk	ENSMUST00000112268.1	selenoprotein K 	2898	1	0	0	1	0	mmu-miR-574-5p	0.0001	0.0007	0.0031	0	-0.18	< 0.1
Immt	ENSMUST00000166975.2	inner membrane protein, mitochondrial 	8577	1	0	1	0	2	mmu-miR-574-5p	0.0040	0.0294	0.2050	0	-0.22	< 0.1
Abcd4	ENSMUST00000021666.4	ATP-binding cassette, sub-family D (ALD), member 4 	131	1	0	1	0	1	mmu-miR-574-5p	0.0041	0.0298	0.1869	0	-0.04	< 0.1
Fuom	ENSMUST00000026539.8	fucose mutarotase 	393	2	1	0	1	0	mmu-miR-574-5p	0.0002	0.0013	0.0060	0	-0.40	< 0.1
Hip1r	ENSMUST00000000939.9	huntingtin interacting protein 1 related 	823	2	0	2	0	0	mmu-miR-574-5p	0.0013	0.0091	0.0599	0	-0.05	< 0.1
Rcl1	ENSMUST00000064393.5	RNA terminal phosphate cyclase-like 1 	667	1	0	1	0	0	mmu-miR-574-5p	0.0014	0.0099	0.0628	0	-0.08	< 0.1
Exd2	ENSMUST00000038185.8	exonuclease 3'-5' domain containing 2 	718	1	0	1	0	1	mmu-miR-574-5p	0.0010	0.0068	0.0444	0	-0.16	< 0.1
Fam221a	ENSMUST00000121903.1	family with sequence similarity 221, member A 	60	2	0	1	1	1	mmu-miR-574-5p	0.0002	0.0016	0.0076	0	-0.14	< 0.1
Mpdz	ENSMUST00000107262.2	multiple PDZ domain protein 	814	8*	0	2	0	0	mmu-miR-574-5p	0.0025	0.0184	0.1194	0	-0.06	< 0.1
Npl	ENSMUST00000041874.8	N-acetylneuraminate pyruvate lyase 	354	1	0	1	0	0	mmu-miR-574-5p	0.0001	0.0009	0.0047	0	-0.17	< 0.1
Tpcn2	ENSMUST00000058022.4	two pore segment channel 2 	135	1	1	0	0	0	mmu-miR-574-5p	0.0028	0.0203	0.1387	0	-0.19	< 0.1
Pcdh18	ENSMUST00000035931.7	protocadherin 18 	190	1	1	0	0	0	mmu-miR-574-5p	0.0010	0.0065	0.0388	0	-0.18	< 0.1
Ints3	ENSMUST00000029542.6	integrator complex subunit 3 	1548	1	0	1	0	0	mmu-miR-574-5p	0.0003	0.0019	0.0108	0	-0.10	< 0.1
Kcng4	ENSMUST00000061828.4	potassium voltage-gated channel, subfamily G, member 4 	436	2	0	1	1	2	mmu-miR-574-5p	0.0016	0.0114	0.0794	0	-0.10	< 0.1
Gmcl1	ENSMUST00000001185.8	germ cell-less homolog 1 (Drosophila) 	214	3*	0	1	0	0	mmu-miR-574-5p	0.0008	0.0060	0.0396	0	-0.03	< 0.1
Tbk1	ENSMUST00000020316.2	TANK-binding kinase 1 	111	1	0	1	0	0	mmu-miR-574-5p	0.0004	0.0026	0.0167	0	-0.07	< 0.1
Bcat1	ENSMUST00000032402.6	branched chain aminotransferase 1, cytosolic 	2745	2	1	0	1	0	mmu-miR-574-5p	0.0002	0.0012	0.0041	0	-0.31	< 0.1
Letmd1	ENSMUST00000037001.8	LETM1 domain containing 1 	2438	2	0	1	1	0	mmu-miR-574-5p	0.0001	0.0006	0.0030	0	-0.34	< 0.1
Dopey1	ENSMUST00000190957.1	dopey family member 1 	501	1	0	1	0	0	mmu-miR-574-5p	0.0024	0.0177	0.1206	0	-0.10	< 0.1
Rsu1	ENSMUST00000028059.3	Ras suppressor protein 1 	865	1	0	1	0	1	mmu-miR-574-5p	0.0006	0.0042	0.0289	0	-0.27	< 0.1
Hibch	ENSMUST00000159352.2	3-hydroxyisobutyryl-Coenzyme A hydrolase 	2458	1	1	0	0	0	mmu-miR-574-5p	0.0004	0.0026	0.0155	0	-0.46	< 0.1
Mrps10	ENSMUST00000119945.2	mitochondrial ribosomal protein S10 	62	2*	0	0	1	0	mmu-miR-574-5p	0.0017	0.0124	0.0835	0	-0.13	< 0.1
Cyp2c67	ENSMUST00000067328.6	cytochrome P450, family 2, subfamily c, polypeptide 67 	7908	4*	0	1	0	1	mmu-miR-574-5p	0.0001	0.0007	0.0036	0	-0.16	< 0.1
Pelo	ENSMUST00000109226.3	pelota homolog (Drosophila) 	131	1	0	0	1	0	mmu-miR-574-5p	0.0002	0.0016	0.0078	0	-0.10	< 0.1
Espl1	ENSMUST00000064924.4	extra spindle pole bodies 1 (S. cerevisiae) 	533	1	0	0	1	0	mmu-miR-574-5p	0.0015	0.0111	0.0796	0	-0.10	< 0.1
H2-DMb1	ENSMUST00000114232.3	histocompatibility 2, class II, locus Mb1 	770	3*	0	0	1	0	mmu-miR-574-5p	0.0007	0.0054	0.0373	0	-0.09	< 0.1
Klhl41	ENSMUST00000100050.3	kelch-like 41 	3740	1	0	0	1	0	mmu-miR-574-5p	0.0000	0.0003	0.0018	0	-0.09	< 0.1
Ret	ENSMUST00000088790.4	ret proto-oncogene 	146	1	0	0	1	0	mmu-miR-574-5p	0.0043	0.0311	0.2061	0	-0.02	< 0.1
Bhmt	ENSMUST00000099309.4	betaine-homocysteine methyltransferase 	27	3*	0	0	0	1	mmu-miR-574-5p	0.0004	0.0026	0.0161	0	-0.04	< 0.1
Dlg5	ENSMUST00000073687.7	discs, large homolog 5 (Drosophila) 	1019	3	1	0	2	0	mmu-miR-574-5p	0.0016	0.0116	0.0767	0	-0.08	< 0.1
Bdh1	ENSMUST00000115227.4	3-hydroxybutyrate dehydrogenase, type 1 	3075	6*	0	0	0	2	mmu-miR-574-5p	0.0020	0.0147	0.1028	0	-0.06	< 0.1
Adhfe1	ENSMUST00000144177.2	alcohol dehydrogenase, iron containing, 1 	1209	2*	0	1	0	0	mmu-miR-574-5p	0.0033	0.0238	0.1656	0	-0.06	< 0.1
ZNF383	ENSMUST00000186475.1		306	1	1	0	0	0	mmu-miR-574-5p	0.0016	0.0118	0.0846	0	-0.15	< 0.1
Spa17	ENSMUST00000002013.9	sperm autoantigenic protein 17 	134	2	0	1	1	0	mmu-miR-574-5p	0.0002	0.0013	0.0079	0	-0.12	< 0.1
Ltn1	ENSMUST00000039449.7	listerin E3 ubiquitin protein ligase 1 	1140	1	0	0	1	0	mmu-miR-574-5p	0.0078	0.0559	0.3377	0	-0.12	< 0.1
Sbk2	ENSMUST00000182214.2	SH3-binding domain kinase family, member 2 	161	1	0	0	1	1	mmu-miR-574-5p	0.0018	0.0130	0.0890	0	-0.04	< 0.1
Sla	ENSMUST00000164163.2	src-like adaptor 	114	3*	0	1	1	1	mmu-miR-574-5p	0.0040	0.0290	0.1960	0	-0.25	< 0.1
Ccdc58	ENSMUST00000164916.2	coiled-coil domain containing 58 	652	1	0	0	1	0	mmu-miR-574-5p	0.0001	0.0005	0.0027	0	-0.11	< 0.1
Gid8	ENSMUST00000029090.3	GID complex subunit 8 homolog (S. cerevisiae) 	1788	2*	0	1	0	0	mmu-miR-574-5p	0.0032	0.0234	0.1614	0	-0.11	< 0.1
Mrpl41	ENSMUST00000045604.3	mitochondrial ribosomal protein L41 	930	2	1	0	1	0	mmu-miR-574-5p	0.0001	0.0005	0.0020	0	-0.64	< 0.1
Gmpr	ENSMUST00000000260.7	guanosine monophosphate reductase 	1547	1	0	1	0	0	mmu-miR-574-5p	0.0004	0.0026	0.0126	0	-0.04	< 0.1
Brap	ENSMUST00000031414.9	BRCA1 associated protein 	610	1	0	1	0	0	mmu-miR-574-5p	0.0019	0.0138	0.0956	0	-0.10	< 0.1
Hiatl1	ENSMUST00000155487.2	hippocampus abundant transcript-like 1 	954	1	0	0	1	1	mmu-miR-574-5p	0.0006	0.0045	0.0304	0	-0.22	< 0.1
Gm21992	ENSMUST00000179909.2	predicted gene 21992 	1084	1	0	0	1	0	mmu-miR-574-5p	0.0000	0.0003	0.0020	0	-0.09	< 0.1
Lmo4	ENSMUST00000120539.2	LIM domain only 4 	378	1	0	0	1	0	mmu-miR-574-5p	0.0001	0.0008	0.0051	0	-0.14	< 0.1
Arid1b	ENSMUST00000115797.3	AT rich interactive domain 1B (SWI-like) 	424	3*	0	1	0	0	mmu-miR-574-5p	0.0016	0.0115	0.0761	0	-0.10	< 0.1
Pih1d1	ENSMUST00000107813.2	PIH1 domain containing 1 	571	4*	0	1	0	1	mmu-miR-574-5p	0.0002	0.0013	0.0057	0	-0.14	< 0.1
Cacybp	ENSMUST00000014370.5	calcyclin binding protein 	2933	1	0	0	1	0	mmu-miR-574-5p	0.0000	0.0003	0.0022	0	-0.17	< 0.1
Cdc73	ENSMUST00000018337.8	cell division cycle 73, Paf1/RNA polymerase II complex component 	1852	2*	0	0	1	1	mmu-miR-574-5p	0.0006	0.0042	0.0275	0	-0.01	< 0.1
Tvp23a	ENSMUST00000051118.6	trans-golgi network vesicle protein 23A 	7	2*	0	0	0	1	mmu-miR-574-5p	0.0058	0.0425	0.2962	0	0	< 0.1
Ifnar2	ENSMUST00000117836.2	interferon (alpha and beta) receptor 2 	1008	2	1	1	0	0	mmu-miR-574-5p	0.0010	0.0070	0.0457	0	-0.30	< 0.1
Fbxl3	ENSMUST00000022720.9	F-box and leucine-rich repeat protein 3 	2619	4*	0	0	0	1	mmu-miR-574-5p	0.0120	0.0855	0.5064	0	-0.07	< 0.1
Aadac	ENSMUST00000029325.3	arylacetamide deacetylase (esterase) 	1361	1	0	0	1	0	mmu-miR-574-5p	0.0009	0.0063	0.0444	0	-0.17	< 0.1
Ywhaq	ENSMUST00000103002.2	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide 	2176	2	0	0	2	1	mmu-miR-574-5p	0.0011	0.0081	0.0571	0	-0.23	< 0.1
Crp	ENSMUST00000038495.3	C-reactive protein, pentraxin-related 	5241	6*	0	0	1	1	mmu-miR-574-5p	0.0002	0.0015	0.0105	0	-0.15	< 0.1
Dbf4	ENSMUST00000002368.10	DBF4 homolog (S. cerevisiae) 	1287	1	0	0	1	0	mmu-miR-574-5p	0.0009	0.0066	0.0467	0	-0.05	< 0.1
Filip1l	ENSMUST00000159816.2	filamin A interacting protein 1-like 	1308	2	1	0	1	0	mmu-miR-574-5p	0.0016	0.0114	0.0741	0	-0.09	< 0.1
Shpk	ENSMUST00000006105.6	sedoheptulokinase 	361	1	0	1	0	0	mmu-miR-574-5p	0.0004	0.0028	0.0187	0	-0.20	< 0.1
Dock11	ENSMUST00000115264.1	dedicator of cytokinesis 11 	1219	1	0	1	0	1	mmu-miR-574-5p	0.0003	0.0022	0.0138	0	-0.14	< 0.1
D6Wsu163e	ENSMUST00000032497.3	DNA segment, Chr 6, Wayne State University 163, expressed 	490	6*	0	1	0	0	mmu-miR-574-5p	0.0018	0.0133	0.0890	0	-0.14	< 0.1
Smcr8	ENSMUST00000056907.6	Smith-Magenis syndrome chromosome region, candidate 8 homolog (human) 	393	1*	0	0	0	1	mmu-miR-574-5p	0.0040	0.0295	0.2086	0	-0.02	< 0.1
Pdhx	ENSMUST00000011058.3	pyruvate dehydrogenase complex, component X 	3882	1	0	1	0	0	mmu-miR-574-5p	0.0014	0.0102	0.0698	0	-0.15	< 0.1
Dync1i2	ENSMUST00000112140.2	dynein cytoplasmic 1 intermediate chain 2 	1649	1	0	0	1	0	mmu-miR-574-5p	0.0041	0.0296	0.1984	0	-0.13	< 0.1
Stk25	ENSMUST00000027498.8	serine/threonine kinase 25 (yeast) 	2905	1	1	0	0	0	mmu-miR-574-5p	0.0009	0.0063	0.0438	0	-0.17	< 0.1
1810013L24Rik	ENSMUST00000023150.5	RIKEN cDNA 1810013L24 gene 	1935	1*	0	0	0	2	mmu-miR-574-5p	0.0007	0.0049	0.0348	0	-0.06	< 0.1
Coq10b	ENSMUST00000027125.6	coenzyme Q10 homolog B (S. cerevisiae) 	1438	1	0	0	1	0	mmu-miR-574-5p	0.0001	0.0004	0.0027	0	-0.15	< 0.1
Ndufaf5	ENSMUST00000044825.4	NADH dehydrogenase (ubiquinone) complex I, assembly factor 5 	768	1	0	0	1	0	mmu-miR-574-5p	0.0047	0.0340	0.2160	0	-0.10	< 0.1
Amer3	ENSMUST00000052670.9	APC membrane recruitment 3 	5	6*	2	0	0	0	mmu-miR-574-5p	0.0029	0.0207	0.1402	0	-0.55	< 0.1
Rnf20	ENSMUST00000029989.5	ring finger protein 20 	1943	1	0	1	0	0	mmu-miR-574-5p	0.0006	0.0042	0.0296	0	-0.04	< 0.1
Myzap	ENSMUST00000093823.2	myocardial zonula adherens protein 	131	1	0	0	1	0	mmu-miR-574-5p	0.0041	0.0296	0.1997	0	-0.03	< 0.1
Ebpl	ENSMUST00000022494.8	emopamil binding protein-like 	540	2	1	1	0	2	mmu-miR-574-5p	0.0001	0.0009	0.0034	0	-0.39	< 0.1
Arhgef16	ENSMUST00000030898.6	Rho guanine nucleotide exchange factor (GEF) 16 	68	1	1	0	0	1	mmu-miR-574-5p	0.0028	0.0202	0.1361	0	-0.11	< 0.1
Nudt18	ENSMUST00000089049.2	nudix (nucleoside diphosphate linked moiety X)-type motif 18 	854	1	1	0	0	1	mmu-miR-574-5p	0.0004	0.0028	0.0189	0	-0.08	< 0.1
Arv1	ENSMUST00000034463.3	ARV1 homolog (yeast) 	245	2*	0	0	0	1	mmu-miR-574-5p	0.0002	0.0015	0.0105	0	-0.02	< 0.1
Slc25a1	ENSMUST00000003622.9	solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1 	636	3*	0	1	0	3	mmu-miR-574-5p	0.0002	0.0018	0.0115	0	-0.04	< 0.1
Mospd2	ENSMUST00000004715.1	motile sperm domain containing 2 	119	1	0	0	1	0	mmu-miR-574-5p	0.0001	0.0008	0.0050	0	-0.03	< 0.1
Slc22a12	ENSMUST00000113451.2	solute carrier family 22 (organic anion/cation transporter), member 12 	458	6*	0	1	0	1	mmu-miR-574-5p	0.0003	0.0025	0.0165	0	-0.09	< 0.1
Caln1	ENSMUST00000111288.2	calneuron 1 	28	3*	0	0	0	1	mmu-miR-574-5p	0.0004	0.0027	0.0175	0	-0.02	< 0.1
9930021J03Rik	ENSMUST00000177155.2	RIKEN cDNA 9930021J03 gene 	221	1	0	0	1	0	mmu-miR-574-5p	0.0047	0.0343	0.2380	0	-0.05	< 0.1
Adh1	ENSMUST00000004232.9	alcohol dehydrogenase 1 (class I) 	3397	1	0	0	1	1	mmu-miR-574-5p	0.0000	0.0002	0.0013	0	-0.26	< 0.1
Yeats2	ENSMUST00000090052.5	YEATS domain containing 2 	1010	1	0	1	0	0	mmu-miR-574-5p	0.0006	0.0042	0.0290	0	-0.17	< 0.1
D830039M14Rik	ENSMUST00000051330.4	RIKEN cDNA D830039M14 gene 	205	1	0	0	1	2	mmu-miR-574-5p	0.0006	0.0040	0.0278	0	-0.10	< 0.1
Zfp292	ENSMUST00000098163.3	zinc finger protein 292 	571	3*	0	1	0	1	mmu-miR-574-5p	0.0015	0.0109	0.0718	0	-0.02	< 0.1
Sertad1	ENSMUST00000008528.7	SERTA domain containing 1 	710	0	0	0	0	1	mmu-miR-574-5p	0.0003	0.0024	0.0149	0	-0.07	< 0.1
1200014J11Rik	ENSMUST00000021135.3	RIKEN cDNA 1200014J11 gene 	434	2	1	0	1	0	mmu-miR-574-5p	0.0003	0.0022	0.0083	0	-0.14	< 0.1
Txnl4a	ENSMUST00000145963.2	thioredoxin-like 4A 	5884	1	0	0	1	0	mmu-miR-574-5p	0.0000	0.0002	0.0014	0	-0.09	< 0.1
Tor1a	ENSMUST00000028200.8	torsin family 1, member A (torsin A) 	518	1	0	1	0	0	mmu-miR-574-5p	0.0001	0.0007	0.0040	0	-0.07	< 0.1
Bambi	ENSMUST00000025075.1	BMP and activin membrane-bound inhibitor 	284	1	0	0	1	1	mmu-miR-574-5p	0.0008	0.0056	0.0398	0	-0.05	< 0.1
Nell2	ENSMUST00000166170.2	NEL-like 2 	7	3	1	0	2	2	mmu-miR-574-5p	0.0003	0.0019	0.0125	0	-0.63	< 0.1
Kxd1	ENSMUST00000093456.6	KxDL motif containing 1 	907	1	0	1	0	0	mmu-miR-574-5p	0.0001	0.0004	0.0018	0	-0.23	< 0.1
