GENEID	GeneSymbol	Chromosome	Biotype	Strand
ENSMUSG00000061144.7	Spink12	chr18:44237474-44241610	protein_coding	+
ENSMUSG00000110628.2	Gm37797	chr18:44249330-44252634	protein_coding	+
ENSMUSG00000069385.11	Gm10267	chr18:44289462-44292952	protein_coding	-
ENSMUSG00000053729.5	Spinkl	chr18:44299423-44308141	protein_coding	-
ENSMUSG00000073573.7	Spink11	chr18:44323112-44329244	protein_coding	-
ENSMUSG00000073572.3	Gm10542	chr18:44334331-44339085	protein_coding	+
ENSMUSG00000038071.4	Npy6r	chr18:44403194-44410767	protein_coding	+
ENSMUSG00000117919.2	Gm41717	chr18:44448774-44461390	lncRNA	+
ENSMUSG00000024471.13	Myot	chr18:44467141-44488791	protein_coding	+
ENSMUSG00000024472.10	Dcp2	chr18:44513569-44558036	protein_coding	+
ENSMUSG00000071856.11	Mcc	chr18:44558127-44945249	protein_coding	-
ENSMUSG00000097610.3	A930012L18Rik	chr18:44794732-44809338	lncRNA	+
ENSMUSG00000117832.2	Gm50263	chr18:44954200-44954377	processed_pseudogene	+
ENSMUSG00000107325.2	Gm43425	chr18:44954836-44958126	TEC	+
ENSMUSG00000034653.12	Ythdc2	chr18:44960813-45022791	protein_coding	+
ENSMUSG00000118013.2	Gm31706	chr18:45177929-45262810	lncRNA	+
ENSMUSG00000118188.2	Gm50123	chr18:45197023-45197266	processed_pseudogene	+
ENSMUSG00000117929.2	Gm6663	chr18:45203389-45204361	processed_pseudogene	-
ENSMUSG00000098244.2	Gm26928	chr18:45222393-45223381	processed_pseudogene	-
ENSMUSG00000118034.2	Gm4839	chr18:45279571-45280193	processed_pseudogene	-
ENSMUSG00000118143.2	Gm50124	chr18:45331890-45332163	processed_pseudogene	+
ENSMUSG00000054477.17	Kcnn2	chr18:45401927-45819091	protein_coding	+
ENSMUSG00000073569.3	Gm10540	chr18:45418903-45419187	processed_pseudogene	-
ENSMUSG00000117844.2	Gm18652	chr18:45551656-45552220	processed_pseudogene	-
ENSMUSG00000118074.2	Gm31907	chr18:45634657-45693197	transcribed_processed_pseudogene	-
ENSMUSG00000098284.9	A330093E20Rik	chr18:45816554-46178327	lncRNA	-
ENSMUSG00000118037.2	Gm50125	chr18:45847651-45848137	processed_pseudogene	+
ENSMUSG00000088649.3	Gm26262	chr18:46074074-46074200	snoRNA	+
ENSMUSG00000104009.2	Gm38337	chr18:46245728-46246326	TEC	-
ENSMUSG00000033949.13	Trim36	chr18:46298367-46345674	protein_coding	-
ENSMUSG00000103616.2	1700018A14Rik	chr18:46332088-46332798	TEC	+
ENSMUSG00000024477.5	Pggt1b	chr18:46368418-46414060	protein_coding	-
ENSMUSG00000071855.6	Ccdc112	chr18:46415218-46444995	protein_coding	-
ENSMUSG00000117742.2	4930415P13Rik	chr18:46472963-46473496	TEC	-
ENSMUSG00000118282.2	Gm4840	chr18:46488225-46490034	processed_pseudogene	-
ENSMUSG00000118002.2	Gm4107	chr18:46490939-46560195	lncRNA	-
ENSMUSG00002075435.1	ENSMUSG00002075435	chr18:46500432-46500552	miRNA	+
ENSMUSG00000046487.7	Mospd4	chr18:46598282-46598857	processed_pseudogene	-
ENSMUSG00002076599.1	U6	chr18:46606998-46607091	snRNA	-
ENSMUSG00000118116.2	Gm3720	chr18:46630152-46630942	processed_pseudogene	+
ENSMUSG00000033319.6	Fem1c	chr18:46634813-46659038	protein_coding	-
ENSMUSG00000056130.11	Ticam2	chr18:46690358-46707600	protein_coding	-
ENSMUSG00000033184.15	Tmed7	chr18:46693302-46730602	protein_coding	-
ENSMUSG00000057561.11	Eif1a	chr18:46730768-46749523	protein_coding	+
ENSMUSG00000117780.2	Gm3734	chr18:46763874-46776037	lncRNA	+
ENSMUSG00000033022.9	Cdo1	chr18:46846260-46861462	protein_coding	-
ENSMUSG00000032905.6	Atg12	chr18:46863211-46874647	protein_coding	-
ENSMUSG00000024480.10	Ap3s1	chr18:46874943-46923893	protein_coding	+
ENSMUSG00000117429.2	A430019L02Rik	chr18:46891624-46895044	TEC	+
ENSMUSG00000117599.2	Gm49971	chr18:46898281-46903175	TEC	+
ENSMUSG00000117372.2	Gm49972	chr18:46904392-46906138	TEC	+
ENSMUSG00000024481.6	Lvrn	chr18:46983105-47040309	protein_coding	+
ENSMUSG00000119886.1	Gm23610	chr18:47033868-47033974	snRNA	+
ENSMUSG00000117630.2	Gm49973	chr18:47041625-47041992	processed_pseudogene	-
ENSMUSG00000073568.3	Arl14epl	chr18:47054882-47067299	protein_coding	+
ENSMUSG00000117411.2	Gm3744	chr18:47074874-47075243	processed_pseudogene	-
ENSMUSG00000117588.2	Gm49974	chr18:47085630-47091747	lncRNA	-
ENSMUSG00000042705.10	Commd10	chr18:47091883-47367351	protein_coding	+
ENSMUSG00000087857.3	Gm22791	chr18:47118404-47118548	snoRNA	-
ENSMUSG00000117621.2	Hspe1-rs1	chr18:47245206-47245720	protein_coding	+
ENSMUSG00000117377.2	Gm8468	chr18:47249619-47250441	processed_pseudogene	+
ENSMUSG00000117350.2	Gm49975	chr18:47287256-47289253	lncRNA	+
ENSMUSG00002075683.1	ENSMUSG00002075683	chr18:47287440-47287489	miRNA	+
ENSMUSG00000019647.17	Sema6a	chr18:47368665-47501937	protein_coding	-
ENSMUSG00000117515.2	Gm6883	chr18:47547532-47548428	processed_pseudogene	-
ENSMUSG00000117474.2	Gm50086	chr18:47566848-47570845	lncRNA	-
ENSMUSG00000117602.2	9130209A04Rik	chr18:47585735-47609398	lncRNA	+
ENSMUSG00000118180.2	Gm50223	chr18:47610571-47627478	lncRNA	+
ENSMUSG00000118259.2	Gm5095	chr18:47670802-47851703	lncRNA	+
ENSMUSG00000117765.2	Gm5236	chr18:47862834-47864179	processed_pseudogene	+
ENSMUSG00000118139.2	Gm41720	chr18:47866175-47878004	lncRNA	+
ENSMUSG00000118113.2	Gm4146	chr18:47894156-47922600	lncRNA	-
ENSMUSG00000118110.2	Gm50224	chr18:47942630-47943157	processed_pseudogene	+
ENSMUSG00000118267.2	G630055G22Rik	chr18:48055908-48241047	lncRNA	+
ENSMUSG00000059040.6	Eno1b	chr18:48178402-48181479	protein_coding	+
ENSMUSG00000118097.2	Gm5237	chr18:48201389-48203089	processed_pseudogene	-
ENSMUSG00000097965.2	Gm5839	chr18:48759771-48760777	processed_pseudogene	+
ENSMUSG00000117885.2	Gm50229	chr18:48796791-48803552	lncRNA	+
ENSMUSG00000118290.2	Gm18993	chr18:49196491-49197865	processed_pseudogene	+
ENSMUSG00000117724.2	Gm50231	chr18:49461322-49461580	processed_pseudogene	+
ENSMUSG00000100297.2	1700044K03Rik	chr18:49656356-49657507	lncRNA	+
ENSMUSG00002075161.1	U1	chr18:49714763-49714916	snRNA	-
ENSMUSG00000024505.17	Dtwd2	chr18:49829212-49888668	protein_coding	-
ENSMUSG00000087020.2	Gm16283	chr18:49888861-49890256	lncRNA	+
ENSMUSG00000100134.2	1700065O20Rik	chr18:49936393-49951025	lncRNA	-
ENSMUSG00000037416.14	Dmxl1	chr18:49965737-50098540	protein_coding	+
ENSMUSG00000062210.14	Tnfaip8	chr18:50112494-50240240	protein_coding	+
ENSMUSG00000086600.9	C030005K06Rik	chr18:50175797-50186911	lncRNA	-
ENSMUSG00000024507.7	Hsd17b4	chr18:50261268-50329336	protein_coding	+
ENSMUSG00000085939.4	Cd63-ps	chr18:50267793-50268667	transcribed_processed_pseudogene	+
ENSMUSG00000117714.2	Gm50439	chr18:50341945-50342211	processed_pseudogene	-
ENSMUSG00000098058.2	Gm8529	chr18:50353138-50353882	processed_pseudogene	-
ENSMUSG00000118595.2	Gm52973	chr18:50367705-50367911	processed_pseudogene	+
ENSMUSG00000035420.8	Fam170a	chr18:50411436-50416087	protein_coding	+
ENSMUSG00000048875.4	Pudp	chr18:50696948-50734491	protein_coding	-
ENSMUSG00000118088.2	Gm3815	chr18:51136176-51136677	processed_pseudogene	+
ENSMUSG00000073565.6	Prr16	chr18:51250805-51553116	protein_coding	+
ENSMUSG00000119809.1	Gm25739	chr18:51387241-51387347	snRNA	-
ENSMUSG00000077317.3	Gm25785	chr18:51740616-51740740	snRNA	-
ENSMUSG00000069379.4	Gm4950	chr18:51998339-51998953	processed_pseudogene	-
ENSMUSG00000118334.2	Gm50446	chr18:52046308-52060623	lncRNA	-
ENSMUSG00000118351.2	Gm50447	chr18:52194859-52195288	processed_pseudogene	+
ENSMUSG00000118046.2	Gm50448	chr18:52232536-52233118	processed_pseudogene	+
ENSMUSG00000119171.1	Gm22259	chr18:52287573-52287679	snRNA	-
ENSMUSG00000024510.7	Ftmt	chr18:52464621-52466068	protein_coding	+
ENSMUSG00000024528.9	Srfbp1	chr18:52598765-52625003	protein_coding	+
ENSMUSG00000098000.2	Gm27026	chr18:52605920-52606811	processed_pseudogene	-
ENSMUSG00000024529.15	Lox	chr18:52649139-52662939	protein_coding	-
ENSMUSG00000118365.2	Gm41724	chr18:52661733-52710397	lncRNA	+
ENSMUSG00000046886.7	Zfp474	chr18:52748987-52772902	protein_coding	+
ENSMUSG00000024532.14	1700034E13Rik	chr18:52779281-52796805	protein_coding	+
ENSMUSG00000053624.5	Gykl1	chr18:52826762-52828622	protein_coding	+
ENSMUSG00000024534.16	Sncaip	chr18:52900781-53049007	protein_coding	+
ENSMUSG00000118407.2	Gm50457	chr18:52958382-52959355	protein_coding	+
ENSMUSG00000118195.2	Gm8572	chr18:53085621-53086173	processed_pseudogene	+
ENSMUSG00000034484.9	Snx2	chr18:53309388-53353937	protein_coding	+
ENSMUSG00000118240.2	Gm1859	chr18:53354464-53354958	processed_pseudogene	-
ENSMUSG00000024535.17	Snx24	chr18:53378734-53523992	protein_coding	+
ENSMUSG00000024538.9	Ppic	chr18:53539404-53551187	protein_coding	-
ENSMUSG00000069378.15	Prdm6	chr18:53596655-53708979	protein_coding	+
ENSMUSG00000118362.2	Gm19466	chr18:53772178-53838492	lncRNA	+
ENSMUSG00000048799.9	Cep120	chr18:53814795-53877680	protein_coding	-
ENSMUSG00000073563.4	Csnk1g3	chr18:53995194-54088620	protein_coding	+
ENSMUSG00000069376.3	Gm5507	chr18:54117393-54118400	processed_pseudogene	+
ENSMUSG00000117769.2	Gm8594	chr18:54163771-54164380	processed_pseudogene	-
ENSMUSG00000096982.3	Redrum	chr18:54555367-54586366	lncRNA	+
ENSMUSG00000117881.2	Gm50361	chr18:54609837-54616032	lncRNA	+
ENSMUSG00000118103.2	4933434P08Rik	chr18:54627765-54629656	lncRNA	-
ENSMUSG00000118154.2	9330117O12Rik	chr18:54744816-54772942	lncRNA	+
ENSMUSG00000118307.2	Gm5821	chr18:54899204-54899452	processed_pseudogene	+
ENSMUSG00000118120.2	Gm33732	chr18:54901456-54956861	lncRNA	-
ENSMUSG00000117825.2	Gm50365	chr18:54971117-54971582	processed_pseudogene	+
ENSMUSG00000118063.2	Gm50366	chr18:55001172-55001605	processed_pseudogene	+
ENSMUSG00000052713.10	Zfp608	chr18:55021120-55125627	protein_coding	-
ENSMUSG00000096948.3	Gm4221	chr18:55123337-55212486	lncRNA	+
ENSMUSG00000084521.3	Gm24183	chr18:55218637-55218729	snoRNA	-
ENSMUSG00000117733.2	Gm4221	chr18:55229432-55242667	lncRNA	+
ENSMUSG00000104521.2	Gm34073	chr18:55276646-55276857	TEC	+
ENSMUSG00000088227.3	Gm22597	chr18:55312912-55312991	snRNA	+
ENSMUSG00000104455.2	Gm37828	chr18:55472584-55473015	TEC	+
ENSMUSG00000103555.2	Gm37337	chr18:55649194-55650186	TEC	-
ENSMUSG00000092702.5	Gm24514	chr18:55755708-55755992	misc_RNA	-
ENSMUSG00000098119.2	Gm26959	chr18:55878323-55879300	processed_pseudogene	-
ENSMUSG00000098007.2	Gm8614	chr18:55971044-55972021	processed_pseudogene	-
ENSMUSG00000118348.2	Gm6942	chr18:55974737-55976090	processed_pseudogene	+
ENSMUSG00000118141.2	Gm4230	chr18:56071225-56094949	lncRNA	+
ENSMUSG00002076978.1	ENSMUSG00002076978	chr18:56099924-56100013	miRNA	-
ENSMUSG00000098141.2	Gm6944	chr18:56105358-56106363	processed_pseudogene	+
ENSMUSG00002075198.1	7SK	chr18:56120294-56120599	misc_RNA	-
ENSMUSG00000088440.3	Gm23555	chr18:56326071-56326205	snoRNA	+
ENSMUSG00002075430.1	ENSMUSG00002075430	chr18:56354906-56355090	miRNA	+
ENSMUSG00000118137.2	Gm50385	chr18:56417924-56418380	processed_pseudogene	+
ENSMUSG00000117688.2	Gm8629	chr18:56523215-56523689	processed_pseudogene	+
ENSMUSG00000001700.11	Gramd3	chr18:56533409-56636864	protein_coding	+
ENSMUSG00000053644.14	Aldh7a1	chr18:56642759-56706023	protein_coding	-
ENSMUSG00000118186.2	Gm8642	chr18:56651312-56652452	processed_pseudogene	+
ENSMUSG00000099196.3	Mir1258	chr18:56671211-56671270	miRNA	+
ENSMUSG00000008301.12	Phax	chr18:56695515-56720784	protein_coding	+
ENSMUSG00000032900.16	Tex43	chr18:56721422-56727854	protein_coding	+
ENSMUSG00000117812.2	Gm50283	chr18:56733734-56734007	processed_pseudogene	-
ENSMUSG00000118153.2	Gm50288	chr18:56753721-56754169	lncRNA	-
ENSMUSG00000118275.2	Gm50289	chr18:56800850-56801294	processed_pseudogene	+
ENSMUSG00000024590.9	Lmnb1	chr18:56840885-56886496	protein_coding	+
ENSMUSG00000032656.15	Marchf3	chr18:56894788-57058620	protein_coding	-
ENSMUSG00000087597.2	Gm15345	chr18:56902789-56934760	lncRNA	+
ENSMUSG00000117917.2	Gm18087	chr18:57048434-57049160	processed_pseudogene	-
ENSMUSG00000024592.16	C330018D20Rik	chr18:57088905-57108440	protein_coding	-
ENSMUSG00000118050.2	Gm18739	chr18:57249803-57250352	processed_pseudogene	-
ENSMUSG00000118177.2	Gm19486	chr18:57252785-57252958	processed_pseudogene	-
ENSMUSG00000024593.16	Megf10	chr18:57266162-57430539	protein_coding	+
ENSMUSG00000118230.2	Gm50200	chr18:57447943-57448212	processed_pseudogene	-
ENSMUSG00000118343.2	Gm50201	chr18:57449469-57449747	lncRNA	+
ENSMUSG00000117802.2	Gm18929	chr18:57467377-57471265	unprocessed_pseudogene	+
ENSMUSG00000024594.10	Prrc1	chr18:57487813-57526028	protein_coding	+
ENSMUSG00000086607.8	4930511M06Rik	chr18:57506527-57685469	lncRNA	-
ENSMUSG00000117864.2	Gm19500	chr18:57538487-57549222	lncRNA	+
ENSMUSG00000069372.4	Ctxn3	chr18:57601588-57611205	protein_coding	+
ENSMUSG00000085800.8	1700066O22Rik	chr18:57637494-57666824	lncRNA	-
ENSMUSG00000058925.12	Ccdc192	chr18:57666852-57864137	protein_coding	+
ENSMUSG00000118322.2	2210409D07Rik	chr18:57765151-57771657	lncRNA	-
ENSMUSG00000088776.3	Gm26038	chr18:57802525-57802630	snRNA	-
ENSMUSG00002074848.1	ENSMUSG00002074848	chr18:57814886-57814981	miRNA	+
ENSMUSG00000118391.2	Gm19519	chr18:57821718-57925432	lncRNA	-
ENSMUSG00000024597.12	Slc12a2	chr18:58011750-58079893	protein_coding	+
ENSMUSG00000024598.10	Fbn2	chr18:58141695-58343559	protein_coding	-
ENSMUSG00002076821.1	5S_rRNA	chr18:58364544-58364647	rRNA	-
ENSMUSG00000024600.9	Slc27a6	chr18:58689329-58745845	protein_coding	+
ENSMUSG00000077243.3	Gm23270	chr18:58748431-58748561	snoRNA	-
ENSMUSG00000024601.10	Isoc1	chr18:58792538-58813440	protein_coding	+
ENSMUSG00000118337.2	Gm50227	chr18:58911497-58919840	lncRNA	+
ENSMUSG00000053441.6	Adamts19	chr18:58969739-59187132	protein_coding	+
ENSMUSG00000050875.12	Minar2	chr18:59195320-59210034	protein_coding	+
ENSMUSG00000058152.9	Chsy3	chr18:59308473-59669071	protein_coding	+
ENSMUSG00000098287.3	Mir6355	chr18:59712702-59712807	miRNA	+
ENSMUSG00002076257.1	7SK	chr18:59871136-59871429	misc_RNA	-
ENSMUSG00000118327.2	Gm8697	chr18:59907301-59907543	processed_pseudogene	-
ENSMUSG00000117701.2	Gm38695	chr18:59958503-59988534	lncRNA	-
ENSMUSG00000117940.2	Gm50235	chr18:59988194-59988524	processed_pseudogene	+
ENSMUSG00000117999.2	Gm18217	chr18:60030626-60031166	processed_pseudogene	+
ENSMUSG00002075688.1	ENSMUSG00002075688	chr18:60307389-60307498	miRNA	+
ENSMUSG00000118538.2	Gm18218	chr18:60316283-60318968	unprocessed_pseudogene	+
ENSMUSG00000073555.2	Gm4951	chr18:60345152-60380892	protein_coding	+
ENSMUSG00000085977.2	Gm5970	chr18:60353915-60355130	processed_pseudogene	+
ENSMUSG00000068606.7	Gm4841	chr18:60401377-60406344	protein_coding	-
ENSMUSG00000118361.2	Gm50237	chr18:60416592-60489251	lncRNA	-
ENSMUSG00000090942.2	F830016B08Rik	chr18:60426452-60436088	protein_coding	+
ENSMUSG00000118051.2	Gm8714	chr18:60494527-60495738	processed_pseudogene	+
ENSMUSG00000054072.13	Iigp1	chr18:60509099-60525706	protein_coding	+
ENSMUSG00000073554.4	Gm6960	chr18:60559364-60560006	pseudogene	+
ENSMUSG00000063388.6	BC023105	chr18:60574837-60576052	processed_pseudogene	+
ENSMUSG00000038059.8	Smim3	chr18:60607263-60635059	protein_coding	-
ENSMUSG00000024603.9	Dctn4	chr18:60659257-60691838	protein_coding	+
ENSMUSG00000024604.8	Rbm22	chr18:60693808-60705882	protein_coding	+
ENSMUSG00000049173.9	Myoz3	chr18:60706822-60724860	protein_coding	-
ENSMUSG00000043079.18	Synpo	chr18:60727045-60793214	protein_coding	-
ENSMUSG00000054008.10	Ndst1	chr18:60817566-60881722	protein_coding	-
ENSMUSG00000024608.12	Rps14	chr18:60880170-60911618	protein_coding	+
ENSMUSG00000080779.2	Gm8731	chr18:60912055-60912466	processed_pseudogene	-
ENSMUSG00000024610.16	Cd74	chr18:60936920-60945724	protein_coding	+
ENSMUSG00000093327.3	Mir5107	chr18:60945148-60945235	miRNA	+
ENSMUSG00000024613.17	Tcof1	chr18:60946827-60982043	protein_coding	-
ENSMUSG00000036412.6	Arsi	chr18:61044852-61051633	protein_coding	+
ENSMUSG00000024617.17	Camk2a	chr18:61058690-61121224	protein_coding	+
ENSMUSG00000098247.3	Mir7220	chr18:61086945-61087004	miRNA	+
ENSMUSG00000098475.3	Mir6982	chr18:61091145-61091212	miRNA	+
ENSMUSG00000052026.9	Slc6a7	chr18:61128452-61147294	protein_coding	-
ENSMUSG00000024619.9	Cdx1	chr18:61151934-61169271	protein_coding	-
ENSMUSG00000024620.12	Pdgfrb	chr18:61178222-61218133	protein_coding	+
ENSMUSG00000024621.17	Csf1r	chr18:61233670-61265221	protein_coding	+
ENSMUSG00000098389.3	Mir6983	chr18:61250540-61250603	miRNA	+
ENSMUSG00000024622.9	Hmgxb3	chr18:61264349-61310122	protein_coding	-
ENSMUSG00000089125.3	Gm26403	chr18:61271581-61271685	snRNA	-
ENSMUSG00000034320.15	Slc26a2	chr18:61325991-61344684	protein_coding	-
ENSMUSG00000024575.17	Pde6a	chr18:61353387-61422995	protein_coding	+
ENSMUSG00000091957.4	Rps2-ps10	chr18:61392079-61393043	transcribed_processed_pseudogene	-
ENSMUSG00000033871.15	Ppargc1b	chr18:61431207-61533502	protein_coding	-
ENSMUSG00002075787.1	ENSMUSG00002075787	chr18:61530884-61530996	miRNA	+
ENSMUSG00000105200.3	Mir378a	chr18:61530906-61530971	miRNA	-
ENSMUSG00000118286.2	Gm8755	chr18:61566573-61567272	processed_pseudogene	-
ENSMUSG00000089541.3	Gm25834	chr18:61600124-61600224	snRNA	-
ENSMUSG00000118229.2	Lncbate10	chr18:61603296-61617678	lncRNA	-
ENSMUSG00000117713.2	Gm46637	chr18:61617837-61622291	lncRNA	+
ENSMUSG00000045094.9	Arhgef37	chr18:61624728-61669665	protein_coding	-
ENSMUSG00000024576.15	Csnk1a1	chr18:61688345-61723132	protein_coding	+
ENSMUSG00000098098.8	Bvht	chr18:61772613-61780543	lncRNA	+
ENSMUSG00000065592.4	Mir145a	chr18:61780896-61780965	miRNA	-
ENSMUSG00000065445.5	Mir143	chr18:61782267-61782329	miRNA	-
ENSMUSG00000097324.9	Carmn	chr18:61782696-61798608	lncRNA	-
ENSMUSG00000024578.4	Il17b	chr18:61817958-61825609	protein_coding	+
ENSMUSG00000102778.2	Gm38165	chr18:61824117-61825455	lncRNA	-
ENSMUSG00000024579.8	Pcyox1l	chr18:61829908-61840706	protein_coding	-
ENSMUSG00000024580.9	Grpel2	chr18:61845495-61859396	protein_coding	-
ENSMUSG00000098702.2	1500015A07Rik	chr18:61859461-61868988	lncRNA	+
ENSMUSG00000033032.16	Afap1l1	chr18:61863332-61919773	protein_coding	-
ENSMUSG00000032735.16	Ablim3	chr18:61932463-62044895	protein_coding	-
ENSMUSG00000104035.2	Gm37774	chr18:62068047-62068291	TEC	-
ENSMUSG00000045629.9	Sh3tc2	chr18:62086146-62157473	protein_coding	+
ENSMUSG00000118370.2	Gm41750	chr18:62275689-62279579	lncRNA	+
ENSMUSG00000045730.5	Adrb2	chr18:62310887-62313030	protein_coding	-
ENSMUSG00000054589.2	Gm9949	chr18:62313197-62317476	lncRNA	+
ENSMUSG00000026322.10	Htr4	chr18:62457275-62629648	protein_coding	+
ENSMUSG00000042211.8	Fbxo38	chr18:62637226-62681766	protein_coding	-
ENSMUSG00000044176.13	Spink10	chr18:62681982-62801141	protein_coding	+
ENSMUSG00000110576.3	Gm36368	chr18:62699481-62712223	protein_coding	-
ENSMUSG00000060201.6	Spink7	chr18:62725265-62729398	protein_coding	-
ENSMUSG00000073551.6	Spink13	chr18:62740606-62874458	protein_coding	-
ENSMUSG00000117712.2	Gm19159	chr18:62804332-62805907	processed_pseudogene	+
ENSMUSG00000041789.8	2700046A07Rik	chr18:62884745-62889418	lncRNA	-
ENSMUSG00000117671.2	Gm50128	chr18:63036249-63055200	lncRNA	-
ENSMUSG00000071847.14	Apcdd1	chr18:63055302-63094250	protein_coding	+
ENSMUSG00000024581.14	Napg	chr18:63110902-63132521	protein_coding	+
ENSMUSG00000041482.18	Piezo2	chr18:63143284-63520254	protein_coding	-
ENSMUSG00000118039.2	Gm50171	chr18:63299623-63301543	TEC	-
ENSMUSG00000118336.2	Gm50172	chr18:63398161-63400598	TEC	+
ENSMUSG00000097980.3	Gm26972	chr18:63532285-63554268	lncRNA	+
ENSMUSG00000089156.3	Gm23581	chr18:63641240-63641302	snRNA	+
ENSMUSG00002076873.1	5S_rRNA	chr18:63642966-63643085	rRNA	+
ENSMUSG00000088726.3	Gm22210	chr18:63666139-63666282	snoRNA	+
ENSMUSG00000117875.2	Gm6789	chr18:63676822-63678206	processed_pseudogene	-
ENSMUSG00000088656.3	Gm24848	chr18:63717807-63717913	snRNA	+
ENSMUSG00000024583.4	Txnl1	chr18:63794165-63841872	protein_coding	-
ENSMUSG00000040560.11	Wdr7	chr18:63841756-64122847	protein_coding	+
ENSMUSG00000117795.2	Gm50104	chr18:63846943-63847561	processed_pseudogene	-
ENSMUSG00000117977.2	Gm50106	chr18:63893403-63896288	lncRNA	-
ENSMUSG00000118258.2	Gm19076	chr18:64031403-64032102	processed_pseudogene	-
ENSMUSG00000119255.2	Gm24384	chr18:64042153-64042227	snRNA	-
ENSMUSG00000117673.2	Gm6974	chr18:64213836-64214491	processed_pseudogene	-
ENSMUSG00000118189.2	Gm50109	chr18:64270063-64270647	processed_pseudogene	-
ENSMUSG00000086128.9	St8sia3os	chr18:64290792-64466777	lncRNA	-
ENSMUSG00000118191.2	Gm45934	chr18:64333286-64333598	transcribed_processed_pseudogene	-
ENSMUSG00000118022.2	Prdx1-ps	chr18:64353006-64353593	processed_pseudogene	-
ENSMUSG00000056812.15	St8sia3	chr18:64387430-64412682	protein_coding	+
ENSMUSG00000118264.2	Rps15-ps3	chr18:64421206-64424891	transcribed_processed_pseudogene	+
ENSMUSG00000045991.20	Onecut2	chr18:64473091-64534058	protein_coding	+
ENSMUSG00000118375.2	Gm36804	chr18:64561424-64561740	processed_pseudogene	-
ENSMUSG00000060096.6	Amd-ps3	chr18:64581756-64582760	processed_pseudogene	-
ENSMUSG00000024588.11	Fech	chr18:64585985-64623322	protein_coding	-
ENSMUSG00000024587.11	Nars	chr18:64632718-64649723	protein_coding	-
ENSMUSG00000039529.10	Atp8b1	chr18:64662038-64794338	protein_coding	-
ENSMUSG00000117808.2	Gm50338	chr18:64733142-64734714	TEC	-
ENSMUSG00000118133.2	Gm6978	chr18:64744796-64746170	transcribed_processed_pseudogene	-
ENSMUSG00000118224.2	Gm50352	chr18:64817191-64818181	processed_pseudogene	-
ENSMUSG00000118356.2	Gm50353	chr18:64826607-64833125	lncRNA	-
ENSMUSG00000117766.2	Gm50354	chr18:64833158-64833418	TEC	+
ENSMUSG00000118900.1	Gm23016	chr18:64861137-64861198	snRNA	+
ENSMUSG00000088304.3	Gm24504	chr18:64919400-64919499	snRNA	-
ENSMUSG00000118045.2	Gm29860	chr18:64932940-64939567	lncRNA	-
ENSMUSG00000114210.3	A330084C13Rik	chr18:65017546-65021562	lncRNA	-
ENSMUSG00000024589.19	Nedd4l	chr18:65020776-65350899	protein_coding	+
ENSMUSG00000117895.2	Gm50368	chr18:65111617-65134246	lncRNA	-
ENSMUSG00000118017.2	Gm29966	chr18:65377358-65385692	lncRNA	+
ENSMUSG00000065402.3	Mir122	chr18:65381932-65381997	miRNA	+
ENSMUSG00000032845.17	Alpk2	chr18:65398600-65527137	protein_coding	-
ENSMUSG00000118101.2	F730048M01Rik	chr18:65439501-65442947	lncRNA	+
ENSMUSG00000117971.2	Gm50220	chr18:65475892-65476415	processed_pseudogene	+
ENSMUSG00000118163.2	Gm41757	chr18:65482228-65501895	lncRNA	+
ENSMUSG00000117721.2	Gm50221	chr18:65523405-65526102	lncRNA	+
ENSMUSG00000118078.2	Gm50228	chr18:65548070-65548594	lncRNA	+
ENSMUSG00000118285.2	Gm46618	chr18:65552042-65552418	processed_pseudogene	-
ENSMUSG00000093283.4	Gm22567	chr18:65560540-65560881	misc_RNA	+
ENSMUSG00000032688.10	Malt1	chr18:65564009-65612138	protein_coding	+
ENSMUSG00000118389.2	Gm50246	chr18:65634477-65635919	processed_pseudogene	+
ENSMUSG00000117860.2	Gm30018	chr18:65659224-65664872	lncRNA	-
ENSMUSG00000118179.2	Gm50247	chr18:65679179-65679652	processed_pseudogene	+
ENSMUSG00000117992.2	Gm41760	chr18:65711423-65713815	lncRNA	-
ENSMUSG00000042439.14	Zfp532	chr18:65712983-65822514	protein_coding	+
ENSMUSG00000103194.2	Gm37643	chr18:65736905-65738164	TEC	+
ENSMUSG00000118234.2	Gm50115	chr18:65752731-65757997	lncRNA	-
ENSMUSG00000117775.2	Gm50462	chr18:65767864-65770541	lncRNA	+
ENSMUSG00000046610.16	Oacyl	chr18:65831339-65884672	protein_coding	+
ENSMUSG00000118208.2	Gm50234	chr18:65848120-65848461	processed_pseudogene	-
ENSMUSG00000024516.14	Sec11c	chr18:65933586-65950755	protein_coding	+
ENSMUSG00000117751.2	Gm50256	chr18:65944063-65944404	TEC	-
ENSMUSG00000117866.2	Gm50175	chr18:65968545-65968815	processed_pseudogene	-
ENSMUSG00000117910.2	Gm50174	chr18:65970358-65970546	processed_pseudogene	+
ENSMUSG00000118170.2	Gm30094	chr18:65996404-66027826	lncRNA	-
ENSMUSG00000024517.18	Grp	chr18:66005891-66019667	protein_coding	+
ENSMUSG00000087746.4	Gm25150	chr18:66040234-66040293	snRNA	-
ENSMUSG00000117734.2	Gm50117	chr18:66043842-66044190	TEC	-
ENSMUSG00000117846.2	Gm50118	chr18:66054928-66055439	processed_pseudogene	+
