GeneSymbol_Plus	GENEID_Plus	Biotype_Plus	Location_Plus	Strand_Plus	GeneSymbol_Minus	GENEID_Minus	Biotype_Minus	Location_Minus	Strand_Minus
Tprkb	ENSMUSG00000054226.14	protein_coding	chr6:85891064-85893027	+	Nat8f1	ENSMUSG00000057103.12	protein_coding	chr6:85887136-85892669	-
Tprkb	ENSMUSG00000054226.14	protein_coding	chr6:85892701-85904590	+	Gm18290	ENSMUSG00000106965.2	processed_pseudogene	chr6:85897557-85898400	-
Tprkb	ENSMUSG00000054226.14	protein_coding	chr6:85892720-85905077	+	Gm18290	ENSMUSG00000106965.2	processed_pseudogene	chr6:85897557-85898400	-
Tprkb	ENSMUSG00000054226.14	protein_coding	chr6:85892720-85907266	+	Gm18290	ENSMUSG00000106965.2	processed_pseudogene	chr6:85897557-85898400	-
Tprkb	ENSMUSG00000054226.14	protein_coding	chr6:85892729-85905502	+	Gm18290	ENSMUSG00000106965.2	processed_pseudogene	chr6:85897557-85898400	-
Tprkb	ENSMUSG00000054226.14	protein_coding	chr6:85892729-85907264	+	Gm18290	ENSMUSG00000106965.2	processed_pseudogene	chr6:85897557-85898400	-
Tprkb	ENSMUSG00000054226.14	protein_coding	chr6:85892737-85906007	+	Gm18290	ENSMUSG00000106965.2	processed_pseudogene	chr6:85897557-85898400	-
Tprkb	ENSMUSG00000054226.14	protein_coding	chr6:85892738-85901598	+	Gm18290	ENSMUSG00000106965.2	processed_pseudogene	chr6:85897557-85898400	-
Tprkb	ENSMUSG00000054226.14	protein_coding	chr6:85892739-85904873	+	Gm18290	ENSMUSG00000106965.2	processed_pseudogene	chr6:85897557-85898400	-
Tprkb	ENSMUSG00000054226.14	protein_coding	chr6:85892780-85904922	+	Gm18290	ENSMUSG00000106965.2	processed_pseudogene	chr6:85897557-85898400	-
Gm19265	ENSMUSG00000107230.2	lncRNA	chr6:85938605-85978908	+	Dusp11	ENSMUSG00000030002.16	protein_coding	chr6:85937305-85938624	-
Add2	ENSMUSG00000030000.11	protein_coding	chr6:86005663-86074118	+	Gm44089	ENSMUSG00000107842.2	lncRNA	chr6:86061348-86064062	-
Add2	ENSMUSG00000030000.11	protein_coding	chr6:86005686-86101391	+	Gm44089	ENSMUSG00000107842.2	lncRNA	chr6:86061348-86064062	-
Add2	ENSMUSG00000030000.11	protein_coding	chr6:86005729-86086449	+	Gm44089	ENSMUSG00000107842.2	lncRNA	chr6:86061348-86064062	-
Add2	ENSMUSG00000030000.11	protein_coding	chr6:86029230-86070461	+	Gm44089	ENSMUSG00000107842.2	lncRNA	chr6:86061348-86064062	-
Add2	ENSMUSG00000030000.11	protein_coding	chr6:86055039-86086447	+	Gm44089	ENSMUSG00000107842.2	lncRNA	chr6:86061348-86064062	-
Add2	ENSMUSG00000030000.11	protein_coding	chr6:86055039-86096537	+	Gm44089	ENSMUSG00000107842.2	lncRNA	chr6:86061348-86064062	-
Add2	ENSMUSG00000030000.11	protein_coding	chr6:86055066-86096537	+	Gm44089	ENSMUSG00000107842.2	lncRNA	chr6:86061348-86064062	-
Add2	ENSMUSG00000030000.11	protein_coding	chr6:86059763-86085278	+	Gm44089	ENSMUSG00000107842.2	lncRNA	chr6:86061348-86064062	-
Add2	ENSMUSG00000030000.11	protein_coding	chr6:86059763-86095807	+	Gm44089	ENSMUSG00000107842.2	lncRNA	chr6:86061348-86064062	-
Add2	ENSMUSG00000030000.11	protein_coding	chr6:86062844-86095783	+	Gm44089	ENSMUSG00000107842.2	lncRNA	chr6:86061348-86064062	-
Tgfa	ENSMUSG00000029999.15	protein_coding	chr6:86172205-86252701	+	Gm43917	ENSMUSG00000107745.2	TEC	chr6:86238537-86240896	-
Tgfa	ENSMUSG00000029999.15	protein_coding	chr6:86172372-86249011	+	Gm43917	ENSMUSG00000107745.2	TEC	chr6:86238537-86240896	-
Tgfa	ENSMUSG00000029999.15	protein_coding	chr6:86188576-86249201	+	Gm43917	ENSMUSG00000107745.2	TEC	chr6:86238537-86240896	-
Snrpg	ENSMUSG00000057278.9	protein_coding	chr6:86348286-86356310	+	Gm44941	ENSMUSG00000107509.2	lncRNA	chr6:86349520-86352267	-
Snrpg	ENSMUSG00000057278.9	protein_coding	chr6:86348524-86353737	+	Gm44941	ENSMUSG00000107509.2	lncRNA	chr6:86349520-86352267	-
Snrpg	ENSMUSG00000057278.9	protein_coding	chr6:86348553-86355889	+	Gm44941	ENSMUSG00000107509.2	lncRNA	chr6:86349520-86352267	-
Snrpg	ENSMUSG00000057278.9	protein_coding	chr6:86348586-86355840	+	Gm44941	ENSMUSG00000107509.2	lncRNA	chr6:86349520-86352267	-
C87436	ENSMUSG00000046679.17	protein_coding	chr6:86415356-86447370	+	A430078I02Rik	ENSMUSG00000085589.8	lncRNA	chr6:86447259-86457752	-
C87436	ENSMUSG00000046679.17	protein_coding	chr6:86415674-86447370	+	A430078I02Rik	ENSMUSG00000085589.8	lncRNA	chr6:86447259-86457752	-
C87436	ENSMUSG00000046679.17	protein_coding	chr6:86415709-86447370	+	A430078I02Rik	ENSMUSG00000085589.8	lncRNA	chr6:86447259-86457752	-
C87436	ENSMUSG00000046679.17	protein_coding	chr6:86420795-86450482	+	A430078I02Rik	ENSMUSG00000085589.8	lncRNA	chr6:86447259-86457752	-
1600020E01Rik	ENSMUSG00000097048.8	lncRNA	chr6:86503229-86528024	+	Pcbp1	ENSMUSG00000051695.7	protein_coding	chr6:86501474-86503303	-
1600020E01Rik	ENSMUSG00000097048.8	lncRNA	chr6:86503229-86541431	+	Pcbp1	ENSMUSG00000051695.7	protein_coding	chr6:86501474-86503303	-
1600020E01Rik	ENSMUSG00000097048.8	lncRNA	chr6:86503253-86541431	+	Pcbp1	ENSMUSG00000051695.7	protein_coding	chr6:86501474-86503303	-
1600020E01Rik	ENSMUSG00000097048.8	lncRNA	chr6:86503792-86559018	+	ENSMUSG00002075168	ENSMUSG00002075168.1	miRNA	chr6:86551082-86551143	-
1600020E01Rik	ENSMUSG00000097048.8	lncRNA	chr6:86524963-86559448	+	ENSMUSG00002075168	ENSMUSG00002075168.1	miRNA	chr6:86551082-86551143	-
Gm44036	ENSMUSG00000107961.2	lncRNA	chr6:86710471-86714047	+	Anxa4	ENSMUSG00000029994.18	protein_coding	chr6:86713822-86742892	-
Gm44418	ENSMUSG00000108006.2	lncRNA	chr6:87254727-87256732	+	Antxr1	ENSMUSG00000033420.13	protein_coding	chr6:87110835-87312746	-
5S_rRNA	ENSMUSG00002074885.1	rRNA	chr6:87258131-87258242	+	Antxr1	ENSMUSG00000033420.13	protein_coding	chr6:87110835-87312746	-
Gm44097	ENSMUSG00000107593.2	lncRNA	chr6:87634736-87640805	+	Aplf	ENSMUSG00000030051.11	protein_coding	chr6:87605406-87649129	-
E230015B07Rik	ENSMUSG00000071332.13	transcribed_unprocessed_pseudogene	chr6:87648965-87653318	+	Aplf	ENSMUSG00000030051.11	protein_coding	chr6:87605406-87649129	-
E230015B07Rik	ENSMUSG00000071332.13	transcribed_unprocessed_pseudogene	chr6:87649364-87656268	+	1810020O05Rik	ENSMUSG00000089997.3	protein_coding	chr6:87652572-87675430	-
E230015B07Rik	ENSMUSG00000071332.13	transcribed_unprocessed_pseudogene	chr6:87649392-87656902	+	1810020O05Rik	ENSMUSG00000089997.3	protein_coding	chr6:87652572-87675430	-
E230015B07Rik	ENSMUSG00000071332.13	transcribed_unprocessed_pseudogene	chr6:87649412-87658006	+	1810020O05Rik	ENSMUSG00000089997.3	protein_coding	chr6:87652572-87675430	-
Efcc1	ENSMUSG00000068263.12	protein_coding	chr6:87707851-87710999	+	Gm44210	ENSMUSG00000108079.2	lncRNA	chr6:87706946-87708130	-
Efcc1	ENSMUSG00000068263.12	protein_coding	chr6:87707851-87732433	+	Gm44210	ENSMUSG00000108079.2	lncRNA	chr6:87706946-87708130	-
Efcc1	ENSMUSG00000068263.12	protein_coding	chr6:87707875-87732890	+	Gm44210	ENSMUSG00000108079.2	lncRNA	chr6:87706946-87708130	-
Copg1	ENSMUSG00000030058.18	protein_coding	chr6:87864796-87890577	+	Gm26636	ENSMUSG00000097763.2	lncRNA	chr6:87885825-87891441	-
Copg1	ENSMUSG00000030058.18	protein_coding	chr6:87872979-87889512	+	Gm26636	ENSMUSG00000097763.2	lncRNA	chr6:87885825-87891441	-
Copg1	ENSMUSG00000030058.18	protein_coding	chr6:87885754-87887036	+	Gm26636	ENSMUSG00000097763.2	lncRNA	chr6:87885825-87891441	-
Hmces	ENSMUSG00000030060.15	protein_coding	chr6:87890917-87913611	+	Gm26636	ENSMUSG00000097763.2	lncRNA	chr6:87885825-87891441	-
Hmces	ENSMUSG00000030060.15	protein_coding	chr6:87890932-87910030	+	Gm26636	ENSMUSG00000097763.2	lncRNA	chr6:87885825-87891441	-
Hmces	ENSMUSG00000030060.15	protein_coding	chr6:87890940-87891985	+	Gm26636	ENSMUSG00000097763.2	lncRNA	chr6:87885825-87891441	-
Hmces	ENSMUSG00000030060.15	protein_coding	chr6:87890961-87898533	+	Gm26636	ENSMUSG00000097763.2	lncRNA	chr6:87885825-87891441	-
Hmces	ENSMUSG00000030060.15	protein_coding	chr6:87891288-87913611	+	Gm26636	ENSMUSG00000097763.2	lncRNA	chr6:87885825-87891441	-
Gm5577	ENSMUSG00000084950.8	lncRNA	chr6:87957865-87961162	+	H1f10	ENSMUSG00000044927.7	protein_coding	chr6:87957403-87958619	-
Gm5577	ENSMUSG00000084950.8	lncRNA	chr6:87958665-87961154	+	ENSMUSG00002076518	ENSMUSG00002076518.1	miRNA	chr6:87958596-87958723	-
Gm5577	ENSMUSG00000084950.8	lncRNA	chr6:87958665-87982453	+	ENSMUSG00002076518	ENSMUSG00002076518.1	miRNA	chr6:87958596-87958723	-
Rpn1	ENSMUSG00000030062.8	protein_coding	chr6:88061464-88082286	+	Mir6376	ENSMUSG00000099095.3	miRNA	chr6:88081110-88081240	-
Dnajb8	ENSMUSG00000048206.7	protein_coding	chr6:88199250-88200239	+	1700031F10Rik	ENSMUSG00000047046.9	lncRNA	chr6:88199584-88202660	-
Dnajb8	ENSMUSG00000048206.7	protein_coding	chr6:88199867-88231397	+	1700031F10Rik	ENSMUSG00000047046.9	lncRNA	chr6:88199584-88202660	-
7SK	ENSMUSG00002075885.1	misc_RNA	chr6:88382959-88383283	+	Eefsec	ENSMUSG00000033216.10	protein_coding	chr6:88234316-88423521	-
Gm44264	ENSMUSG00000107561.2	lncRNA	chr6:88422669-88423495	+	Eefsec	ENSMUSG00000033216.10	protein_coding	chr6:88234316-88423521	-
Gm44170	ENSMUSG00000107659.2	lncRNA	chr6:88480587-88481259	+	Sec61a1	ENSMUSG00000030082.15	protein_coding	chr6:88480561-88495887	-
Mgll	ENSMUSG00000033174.18	protein_coding	chr6:88701394-88805342	+	Gm26588	ENSMUSG00000097730.4	lncRNA	chr6:88693404-88702842	-
Mgll	ENSMUSG00000033174.18	protein_coding	chr6:88701452-88703023	+	Gm26588	ENSMUSG00000097730.4	lncRNA	chr6:88693404-88702842	-
Mgll	ENSMUSG00000033174.18	protein_coding	chr6:88701452-88802893	+	Gm26588	ENSMUSG00000097730.4	lncRNA	chr6:88693404-88702842	-
Mgll	ENSMUSG00000033174.18	protein_coding	chr6:88701463-88800365	+	Gm26588	ENSMUSG00000097730.4	lncRNA	chr6:88693404-88702842	-
Mgll	ENSMUSG00000033174.18	protein_coding	chr6:88701476-88802972	+	Gm26588	ENSMUSG00000097730.4	lncRNA	chr6:88693404-88702842	-
Mgll	ENSMUSG00000033174.18	protein_coding	chr6:88701578-88743690	+	Gm26588	ENSMUSG00000097730.4	lncRNA	chr6:88693404-88702842	-
Mgll	ENSMUSG00000033174.18	protein_coding	chr6:88701686-88805342	+	Gm26588	ENSMUSG00000097730.4	lncRNA	chr6:88693404-88702842	-
Mgll	ENSMUSG00000033174.18	protein_coding	chr6:88701810-88805342	+	Gm26588	ENSMUSG00000097730.4	lncRNA	chr6:88693404-88702842	-
Mgll	ENSMUSG00000033174.18	protein_coding	chr6:88702059-88802856	+	Gm26588	ENSMUSG00000097730.4	lncRNA	chr6:88693404-88702842	-
Gm15612	ENSMUSG00000085828.2	lncRNA	chr6:88819836-88824256	+	Podxl2	ENSMUSG00000033152.14	protein_coding	chr6:88819540-88820702	-
Gm26811	ENSMUSG00000097816.2	lncRNA	chr6:89281612-89304603	+	Plxna1	ENSMUSG00000030084.12	protein_coding	chr6:89297606-89298071	-
Gm44207	ENSMUSG00000107570.2	TEC	chr6:89322122-89323545	+	Plxna1	ENSMUSG00000030084.12	protein_coding	chr6:89293296-89339602	-
Gm20534	ENSMUSG00000092588.2	unprocessed_pseudogene	chr6:90033608-90033779	+	Vmn1r-ps31	ENSMUSG00000092450.2	unprocessed_pseudogene	chr6:90033391-90033628	-
Vmn1r51	ENSMUSG00000062818.8	protein_coding	chr6:90099578-90109246	+	Gm20426	ENSMUSG00000092247.3	transcribed_processed_pseudogene	chr6:90108423-90209799	-
Vmn1r-ps32	ENSMUSG00000061843.6	transcribed_unprocessed_pseudogene	chr6:90123413-90132626	+	Gm20426	ENSMUSG00000092247.3	transcribed_processed_pseudogene	chr6:90108423-90209799	-
Vmn1r-ps32	ENSMUSG00000061843.6	transcribed_unprocessed_pseudogene	chr6:90130029-90130984	+	Gm20426	ENSMUSG00000092247.3	transcribed_processed_pseudogene	chr6:90108423-90209799	-
Vmn1r52	ENSMUSG00000060816.4	protein_coding	chr6:90151790-90158230	+	Gm20426	ENSMUSG00000092247.3	transcribed_processed_pseudogene	chr6:90108423-90209799	-
Vmn1r52	ENSMUSG00000060816.4	protein_coding	chr6:90155698-90156627	+	Gm20426	ENSMUSG00000092247.3	transcribed_processed_pseudogene	chr6:90108423-90209799	-
V1ra8	ENSMUSG00000062546.6	protein_coding	chr6:90179768-90182848	+	Gm20426	ENSMUSG00000092247.3	transcribed_processed_pseudogene	chr6:90108423-90209799	-
Zxdc	ENSMUSG00000034430.17	protein_coding	chr6:90346476-90380472	+	Cfap100	ENSMUSG00000048794.15	protein_coding	chr6:90380461-90405769	-
Aldh1l1	ENSMUSG00000030088.16	protein_coding	chr6:90527771-90577185	+	Gm15756	ENSMUSG00000089781.3	lncRNA	chr6:90573679-90576930	-
Aldh1l1	ENSMUSG00000030088.16	protein_coding	chr6:90527787-90576151	+	Gm15756	ENSMUSG00000089781.3	lncRNA	chr6:90573679-90576930	-
Aldh1l1	ENSMUSG00000030088.16	protein_coding	chr6:90527830-90576142	+	Gm15756	ENSMUSG00000089781.3	lncRNA	chr6:90573679-90576930	-
Aldh1l1	ENSMUSG00000030088.16	protein_coding	chr6:90566332-90574056	+	Gm15756	ENSMUSG00000089781.3	lncRNA	chr6:90573679-90576930	-
Gm44123	ENSMUSG00000107999.2	lncRNA	chr6:90666713-90667811	+	Iqsec1	ENSMUSG00000034312.16	protein_coding	chr6:90633070-90693511	-
Gm25185	ENSMUSG00000088379.3	snoRNA	chr6:90834519-90834614	+	Iqsec1	ENSMUSG00000034312.16	protein_coding	chr6:90637963-90965667	-
Ppp1r2-ps2	ENSMUSG00000099662.2	processed_pseudogene	chr6:90882801-90883435	+	Iqsec1	ENSMUSG00000034312.16	protein_coding	chr6:90637963-90965667	-
Hdac11	ENSMUSG00000034245.11	protein_coding	chr6:91133647-91151674	+	Gm14573	ENSMUSG00000085624.2	lncRNA	chr6:91135695-91136238	-
Hdac11	ENSMUSG00000034245.11	protein_coding	chr6:91133800-91136701	+	Gm14573	ENSMUSG00000085624.2	lncRNA	chr6:91135695-91136238	-
Hdac11	ENSMUSG00000034245.11	protein_coding	chr6:91133808-91143504	+	Gm14573	ENSMUSG00000085624.2	lncRNA	chr6:91135695-91136238	-
Hdac11	ENSMUSG00000034245.11	protein_coding	chr6:91134146-91144830	+	Gm14573	ENSMUSG00000085624.2	lncRNA	chr6:91135695-91136238	-
Hdac11	ENSMUSG00000034245.11	protein_coding	chr6:91134379-91150498	+	Gm14573	ENSMUSG00000085624.2	lncRNA	chr6:91135695-91136238	-
Gm4575	ENSMUSG00000098240.2	processed_pseudogene	chr6:91405865-91406866	+	4930471M09Rik	ENSMUSG00000097693.4	transcribed_processed_pseudogene	chr6:91405290-91407467	-
Slc6a6	ENSMUSG00000030096.9	protein_coding	chr6:91661034-91736047	+	Gm44981	ENSMUSG00000108574.2	TEC	chr6:91688317-91690259	-
Slc6a6	ENSMUSG00000030096.9	protein_coding	chr6:91661050-91712161	+	Gm44981	ENSMUSG00000108574.2	TEC	chr6:91688317-91690259	-
Slc6a6	ENSMUSG00000030096.9	protein_coding	chr6:91661076-91703912	+	Gm44981	ENSMUSG00000108574.2	TEC	chr6:91688317-91690259	-
Slc6a6	ENSMUSG00000030096.9	protein_coding	chr6:91661101-91701923	+	Gm44981	ENSMUSG00000108574.2	TEC	chr6:91688317-91690259	-
Slc6a6	ENSMUSG00000030096.9	protein_coding	chr6:91661109-91701958	+	Gm44981	ENSMUSG00000108574.2	TEC	chr6:91688317-91690259	-
Slc6a6	ENSMUSG00000030096.9	protein_coding	chr6:91661130-91676290	+	4930517G19Rik	ENSMUSG00000108784.2	TEC	chr6:91666914-91668589	-
Slc6a6	ENSMUSG00000030096.9	protein_coding	chr6:91678638-91701844	+	Gm44981	ENSMUSG00000108574.2	TEC	chr6:91688317-91690259	-
4930590J08Rik	ENSMUSG00000034063.9	protein_coding	chr6:91881214-91927706	+	Gm44711	ENSMUSG00000108625.2	TEC	chr6:91915231-91916494	-
4930590J08Rik	ENSMUSG00000034063.9	protein_coding	chr6:91891740-91927621	+	Gm44711	ENSMUSG00000108625.2	TEC	chr6:91915231-91916494	-
Fgd5	ENSMUSG00000034037.15	protein_coding	chr6:91955859-92052985	+	4930466I24Rik	ENSMUSG00000087317.2	lncRNA	chr6:91989375-91993098	-
Fgd5	ENSMUSG00000034037.15	protein_coding	chr6:91964091-92052985	+	4930466I24Rik	ENSMUSG00000087317.2	lncRNA	chr6:91989375-91993098	-
Nr2c2	ENSMUSG00000005893.15	protein_coding	chr6:92068371-92150038	+	Gm44249	ENSMUSG00000108199.2	TEC	chr6:92121470-92123274	-
Nr2c2	ENSMUSG00000005893.15	protein_coding	chr6:92069414-92144686	+	Gm44249	ENSMUSG00000108199.2	TEC	chr6:92121470-92123274	-
Nr2c2	ENSMUSG00000005893.15	protein_coding	chr6:92116777-92145649	+	Gm44249	ENSMUSG00000108199.2	TEC	chr6:92121470-92123274	-
Nr2c2	ENSMUSG00000005893.15	protein_coding	chr6:92122708-92133591	+	Gm44249	ENSMUSG00000108199.2	TEC	chr6:92121470-92123274	-
Nr2c2	ENSMUSG00000005893.15	protein_coding	chr6:92141158-92151275	+	Mrps25	ENSMUSG00000014551.9	protein_coding	chr6:92146506-92161014	-
Gm17797	ENSMUSG00000098130.2	processed_pseudogene	chr6:92538758-92539754	+	Prickle2	ENSMUSG00000030020.14	protein_coding	chr6:92347889-92544347	-
A730049H05Rik	ENSMUSG00000048636.8	protein_coding	chr6:92793459-92820446	+	Adamts9	ENSMUSG00000030022.15	protein_coding	chr6:92749680-92920473	-
A730049H05Rik	ENSMUSG00000048636.8	protein_coding	chr6:92804613-92824155	+	Adamts9	ENSMUSG00000030022.15	protein_coding	chr6:92822575-92837136	-
Gm15737	ENSMUSG00000079462.2	protein_coding	chr6:92846338-92861392	+	Adamts9	ENSMUSG00000030022.15	protein_coding	chr6:92749680-92920473	-
9530026P05Rik	ENSMUSG00000097462.8	lncRNA	chr6:92917310-93249960	+	Gm5313	ENSMUSG00000097996.2	processed_pseudogene	chr6:93113985-93114971	-
9530026P05Rik	ENSMUSG00000097462.8	lncRNA	chr6:92917350-93249870	+	Gm5313	ENSMUSG00000097996.2	processed_pseudogene	chr6:93113985-93114971	-
9530026P05Rik	ENSMUSG00000097462.8	lncRNA	chr6:92917559-93088447	+	Adamts9	ENSMUSG00000030022.15	protein_coding	chr6:92903212-92920473	-
9530026P05Rik	ENSMUSG00000097462.8	lncRNA	chr6:92917563-93088730	+	Adamts9	ENSMUSG00000030022.15	protein_coding	chr6:92903212-92920473	-
9530026P05Rik	ENSMUSG00000097462.8	lncRNA	chr6:92917563-93122654	+	Gm5313	ENSMUSG00000097996.2	processed_pseudogene	chr6:93113985-93114971	-
9530026P05Rik	ENSMUSG00000097462.8	lncRNA	chr6:92917563-93249958	+	Gm5313	ENSMUSG00000097996.2	processed_pseudogene	chr6:93113985-93114971	-
Gm23035	ENSMUSG00000088627.4	snRNA	chr6:93770753-93770858	+	Magi1	ENSMUSG00000045095.17	protein_coding	chr6:93652436-94260303	-
Gm22840	ENSMUSG00000089069.3	snoRNA	chr6:93867596-93867731	+	Magi1	ENSMUSG00000045095.17	protein_coding	chr6:93652436-94260303	-
Slc25a26	ENSMUSG00000045100.12	protein_coding	chr6:94477312-94581653	+	Lrig1	ENSMUSG00000030029.15	protein_coding	chr6:94581510-94677139	-
Slc25a26	ENSMUSG00000045100.12	protein_coding	chr6:94477350-94581653	+	Lrig1	ENSMUSG00000030029.15	protein_coding	chr6:94581510-94677139	-
Kbtbd8	ENSMUSG00000030031.15	protein_coding	chr6:95094221-95098871	+	Kbtbd8os	ENSMUSG00000085413.2	lncRNA	chr6:95090998-95094612	-
Gm10234	ENSMUSG00000068181.2	protein_coding	chr6:95299093-95299191	+	AY512915	ENSMUSG00000068180.14	lncRNA	chr6:95290216-95310952	-
Tafa1	ENSMUSG00000059187.13	protein_coding	chr6:96090135-96634159	+	1700123L14Rik	ENSMUSG00000072878.5	protein_coding	chr6:96141478-96143224	-
Tafa1	ENSMUSG00000059187.13	protein_coding	chr6:96092292-96633428	+	1700123L14Rik	ENSMUSG00000072878.5	protein_coding	chr6:96141478-96143224	-
Gm44065	ENSMUSG00000107502.2	TEC	chr6:97125155-97128681	+	Eogt	ENSMUSG00000035245.13	protein_coding	chr6:97086985-97126143	-
Gm19653	ENSMUSG00000108185.2	processed_pseudogene	chr6:97426711-97428447	+	Frmd4b	ENSMUSG00000030064.17	protein_coding	chr6:97264049-97436247	-
Mitf	ENSMUSG00000035158.16	protein_coding	chr6:97784013-97995554	+	Gm15531	ENSMUSG00000083086.2	processed_pseudogene	chr6:97867249-97867500	-
Mitf	ENSMUSG00000035158.16	protein_coding	chr6:97784019-97919140	+	Gm15531	ENSMUSG00000083086.2	processed_pseudogene	chr6:97867249-97867500	-
Mitf	ENSMUSG00000035158.16	protein_coding	chr6:97784019-97998310	+	Gm15531	ENSMUSG00000083086.2	processed_pseudogene	chr6:97867249-97867500	-
Gm32592	ENSMUSG00000107902.2	lncRNA	chr6:98098757-98225572	+	Mdfic2	ENSMUSG00000090667.3	protein_coding	chr6:98212669-98319715	-
7SK	ENSMUSG00002075195.1	misc_RNA	chr6:99552852-99553098	+	Gm20696	ENSMUSG00000030068.5	protein_coding	chr6:99411743-99609337	-
Gm26748	ENSMUSG00000097548.2	lncRNA	chr6:99702732-99709514	+	Prok2	ENSMUSG00000030069.16	protein_coding	chr6:99699066-99703353	-
C2cd3	ENSMUSG00000047248.21	protein_coding	chr7:100021440-100118668	+	Gm10603	ENSMUSG00000099137.2	lncRNA	chr7:100108623-100116397	-
C2cd3	ENSMUSG00000047248.21	protein_coding	chr7:100021440-100119357	+	Gm10603	ENSMUSG00000099137.2	lncRNA	chr7:100108623-100116397	-
C2cd3	ENSMUSG00000047248.21	protein_coding	chr7:100021453-100072561	+	Ppme1	ENSMUSG00000030718.10	protein_coding	chr7:99975944-100021514	-
C2cd3	ENSMUSG00000047248.21	protein_coding	chr7:100021488-100056399	+	Ppme1	ENSMUSG00000030718.10	protein_coding	chr7:99975944-100021514	-
C2cd3	ENSMUSG00000047248.21	protein_coding	chr7:100045006-100103648	+	Gm10603	ENSMUSG00000099137.2	lncRNA	chr7:100095944-100124048	-
C2cd3	ENSMUSG00000047248.21	protein_coding	chr7:100079357-100119359	+	Gm10603	ENSMUSG00000099137.2	lncRNA	chr7:100108623-100116397	-
C2cd3	ENSMUSG00000047248.21	protein_coding	chr7:100098012-100104037	+	Gm10603	ENSMUSG00000099137.2	lncRNA	chr7:100095944-100124048	-
C2cd3	ENSMUSG00000047248.21	protein_coding	chr7:100100545-100103996	+	Gm10603	ENSMUSG00000099137.2	lncRNA	chr7:100095944-100124048	-
Gm37716	ENSMUSG00000102241.2	TEC	chr7:100107667-100108613	+	Gm10603	ENSMUSG00000099137.2	lncRNA	chr7:100095944-100124048	-
C2cd3	ENSMUSG00000047248.21	protein_coding	chr7:100113418-100119359	+	Gm10603	ENSMUSG00000099137.2	lncRNA	chr7:100108623-100116397	-
C2cd3	ENSMUSG00000047248.21	protein_coding	chr7:100114614-100119359	+	Gm10603	ENSMUSG00000099137.2	lncRNA	chr7:100108623-100116397	-
Ucp3	ENSMUSG00000032942.15	protein_coding	chr7:100122197-100134633	+	Gm10603	ENSMUSG00000099137.2	lncRNA	chr7:100095944-100124048	-
Ucp3	ENSMUSG00000032942.15	protein_coding	chr7:100122198-100135639	+	Gm10603	ENSMUSG00000099137.2	lncRNA	chr7:100095944-100124048	-
Ucp3	ENSMUSG00000032942.15	protein_coding	chr7:100122200-100134513	+	Gm10603	ENSMUSG00000099137.2	lncRNA	chr7:100095944-100124048	-
Ucp3	ENSMUSG00000032942.15	protein_coding	chr7:100122201-100134616	+	Gm10603	ENSMUSG00000099137.2	lncRNA	chr7:100095944-100124048	-
Ucp2	ENSMUSG00000033685.14	protein_coding	chr7:100142544-100151227	+	Dnajb13	ENSMUSG00000030708.15	protein_coding	chr7:100150923-100164167	-
Gm44648	ENSMUSG00000108990.2	processed_pseudogene	chr7:100221129-100221457	+	Mrpl48	ENSMUSG00000030706.18	protein_coding	chr7:100194958-100232309	-
Cox20b	ENSMUSG00000081359.2	processed_pseudogene	chr7:100229474-100229826	+	Mrpl48	ENSMUSG00000030706.18	protein_coding	chr7:100194958-100232309	-
Rab6a	ENSMUSG00000030704.15	protein_coding	chr7:100256617-100290475	+	Mrpl48	ENSMUSG00000030706.18	protein_coding	chr7:100197916-100257508	-
Rab6a	ENSMUSG00000030704.15	protein_coding	chr7:100256793-100290475	+	Mrpl48	ENSMUSG00000030706.18	protein_coding	chr7:100197916-100257508	-
Rab6a	ENSMUSG00000030704.15	protein_coding	chr7:100256897-100290475	+	Mrpl48	ENSMUSG00000030706.18	protein_coding	chr7:100197916-100257508	-
Fam168a	ENSMUSG00000029461.18	protein_coding	chr7:100355842-100490588	+	Gm45209	ENSMUSG00000109035.2	processed_pseudogene	chr7:100387259-100387835	-
Fam168a	ENSMUSG00000029461.18	protein_coding	chr7:100355906-100473681	+	Gm45209	ENSMUSG00000109035.2	processed_pseudogene	chr7:100387259-100387835	-
Fam168a	ENSMUSG00000029461.18	protein_coding	chr7:100355908-100485694	+	Gm45209	ENSMUSG00000109035.2	processed_pseudogene	chr7:100387259-100387835	-
Fam168a	ENSMUSG00000029461.18	protein_coding	chr7:100355909-100490863	+	Gm45209	ENSMUSG00000109035.2	processed_pseudogene	chr7:100387259-100387835	-
Fam168a	ENSMUSG00000029461.18	protein_coding	chr7:100355918-100462307	+	Gm45209	ENSMUSG00000109035.2	processed_pseudogene	chr7:100387259-100387835	-
Fam168a	ENSMUSG00000029461.18	protein_coding	chr7:100355927-100488389	+	Gm45209	ENSMUSG00000109035.2	processed_pseudogene	chr7:100387259-100387835	-
Fam168a	ENSMUSG00000029461.18	protein_coding	chr7:100355933-100485372	+	Gm45209	ENSMUSG00000109035.2	processed_pseudogene	chr7:100387259-100387835	-
Fam168a	ENSMUSG00000029461.18	protein_coding	chr7:100356066-100462638	+	Gm45209	ENSMUSG00000109035.2	processed_pseudogene	chr7:100387259-100387835	-
